"business_id","date","code","description"
"003B5816-EB2D-98FB-BB9A47422343117B","20131010","4-302.14","Dishwashing facilities not used properly; sanitizer test strips not available"

"003B5816-EB2D-98FB-BB9A47422343117B","20131010","5-205.11","Handwashing sink without soap and towels (dryer), or not accessible"

"003B5816-EB2D-98FB-BB9A47422343117B","20131010","6-301.12","Handwashing sink without soap and towels (dryer), or not accessible"

"003B5816-EB2D-98FB-BB9A47422343117B","20131010","6-501.18","Bathrooms not clean and/or supplied"

"008A6B72-E823-5930-B24407ED48C781C8","20130905","3-401.11","Improper cooking time & temperatures"

"008A6B72-E823-5930-B24407ED48C781C8","20130905","3-501.16(A)(1)","Improper hot holding temperatures"

"00D18CF6-A9E0-C802-4912244307982DE1","20121219","6-501.14","Does not meet ventilation and lighting requirements"

"00D18CF6-A9E0-C802-4912244307982DE1","20130617","2-102.12","Manager not present , or manager lacks required food safety training"

"00D18CF6-A9E0-C802-4912244307982DE1","20130617","4-501.11","Equipment, food & non-food-contact surfaces not cleanable and safe"

"00D18CF6-A9E0-C802-4912244307982DE1","20130617","4-501.12","Equipment, food & non-food-contact surfaces not cleanable and safe"

"00D18CF6-A9E0-C802-4912244307982DE1","20130617","4-601.11 (A)","Food-contact surfaces:  not cleaned & sanitized"

"00D18CF6-A9E0-C802-4912244307982DE1","20130617","4-601.11(B) and (C)","Equipment contaminated"

"00D18CF6-A9E0-C802-4912244307982DE1","20130617","4-901.11","Utensils, equipment & linens: not properly stored, dried, & handled"

"00D18CF6-A9E0-C802-4912244307982DE1","20130617","4-903.11(A) and (C)","Disposable utensils no properly stored and used"

"00D18CF6-A9E0-C802-4912244307982DE1","20130617","6-202.11","Does not meet ventilation and lighting requirements"

"00D18CF6-A9E0-C802-4912244307982DE1","20130617","6-501.11","Floors, walls and ceilings not cleaned and maintained"

"00D18CF6-A9E0-C802-4912244307982DE1","20130617","6-501.12","Floors, walls and ceilings not cleaned and maintained"

"00D18CF6-A9E0-C802-4912244307982DE1","20130617","6-501.14","Does not meet ventilation and lighting requirements"

"00D18CF6-A9E0-C802-4912244307982DE1","20140106","2-102.12","Manager not present , or manager lacks required food safety training"

"00D18CF6-A9E0-C802-4912244307982DE1","20140106","4-501.11","Equipment, food & non-food-contact surfaces not cleanable and safe"

"00D18CF6-A9E0-C802-4912244307982DE1","20140106","4-501.114","Food-contact surfaces:  not cleaned & sanitized"

"00D18CF6-A9E0-C802-4912244307982DE1","20140106","4-601.11(B) and (C)","Equipment contaminated"

"00D18CF6-A9E0-C802-4912244307982DE1","20140106","4-901.11","Utensils, equipment & linens: not properly stored, dried, & handled"

"00D18CF6-A9E0-C802-4912244307982DE1","20140106","6-302.11","Bathrooms not clean and/or supplied"

"00D18CF6-A9E0-C802-4912244307982DE1","20140106","6-303.11","Does not meet ventilation and lighting requirements"

"00D18CF6-A9E0-C802-4912244307982DE1","20140106","7-102.11","Toxic substances not properly identified, stored, & used"

"00FC2D97-FE0A-549D-150427A6BFD57253","20121213","2-201.11 (A), (B), (C), and (E)","No approved employee health policy to prevent sick employees from working"

"00FC2D97-FE0A-549D-150427A6BFD57253","20121213","2-303.11","Personal Hygiene issues"

"00FC2D97-FE0A-549D-150427A6BFD57253","20121213","3-302.11","Food not stored safely to prevent contamination"

"00FC2D97-FE0A-549D-150427A6BFD57253","20121213","3-501.17","Improper date marking"

"00FC2D97-FE0A-549D-150427A6BFD57253","20121213","4-402.11","Equipment, food & non-food-contact surfaces not cleanable and safe"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","2-102.12","Manager not present , or manager lacks required food safety training"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","2-201.11 (A)","No approved employee health policy to prevent sick employees from working"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","3-305.12","Contamination not prevented during food preparation, storage & display"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","3-501.15","Proper cooling methods not used; adequate equipment for temperature control"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","3-501.19","Food stored for too long without temperature control, and procedure"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","4-202.16","Equipment, food & non-food-contact surfaces not cleanable and safe"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","4-302.14","Dishwashing facilities not used properly; sanitizer test strips not available"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","4-602.11","Food-contact surfaces:  not cleaned & sanitized"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","4-602.13","Equipment contaminated"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","4-901.11","Utensils, equipment & linens: not properly stored, dried, & handled"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","4-903.11(A) and (C)","Disposable utensils no properly stored and used"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","6-101.11","Floors, walls and ceilings not cleaned and maintained"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","6-302.11","Bathrooms not clean and/or supplied"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","6-501.12","Floors, walls and ceilings not cleaned and maintained"

"0101A22A-D384-15BD-CA44676FD691DEA0","20130603","7-204.11","Toxic substances not properly identified, stored, & used"

"010EBE88-D265-AB66-7F9392ED1ABEA2FC","20121106","3-302.11","Food not stored safely to prevent contamination"

"010EBE88-D265-AB66-7F9392ED1ABEA2FC","20121106","3-501.17","Improper date marking"

"010EBE88-D265-AB66-7F9392ED1ABEA2FC","20121106","4-601.11 (A)","Food-contact surfaces:  not cleaned & sanitized"

"010EBE88-D265-AB66-7F9392ED1ABEA2FC","20121106","7-101.11","Toxic substances not properly identified, stored, & used"

"010EBE88-D265-AB66-7F9392ED1ABEA2FC","20130510","3-302.11","Food not stored safely to prevent contamination"

"010EBE88-D265-AB66-7F9392ED1ABEA2FC","20130510","3-304.14","Wiping cloths: not properly used & stored"

"010EBE88-D265-AB66-7F9392ED1ABEA2FC","20130510","3-501.16 (A)(2) and (B)","Improper cold holding temperatures"

"010EBE88-D265-AB66-7F9392ED1ABEA2FC","20130510","3-501.18","Improper date marking"

"010EBE88-D265-AB66-7F9392ED1ABEA2FC","20130510","3-602.11","Food not properly labelled; original container"

"010EBE88-D265-AB66-7F9392ED1ABEA2FC","20130510","4-501.12","Equipment, food & non-food-contact surfaces not cleanable and safe"

"011A703F-D8CE-C53D-62B3073DF4809ED4","20130718","4-501.12","Equipment, food & non-food-contact surfaces not cleanable and safe"

"011A703F-D8CE-C53D-62B3073DF4809ED4","20130718","4-602.13","Equipment contaminated"

"011A703F-D8CE-C53D-62B3073DF4809ED4","20130718","6-501.111","Insects & rodents present; unauthorized animals"

"011A703F-D8CE-C53D-62B3073DF4809ED4","20130718","6-501.114","Floors, walls and ceilings not cleaned and maintained"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20121002","2-201.11 (A)","No approved employee health policy to prevent sick employees from working"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20121002","3-501.17","Improper date marking"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20121002","4-602.13","Equipment contaminated"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20121002","4-703.11","Food-contact surfaces:  not cleaned & sanitized"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20130227","4-202.18","Does not meet ventilation and lighting requirements"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20130227","4-501.114","Food-contact surfaces:  not cleaned & sanitized"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20130227","5-501.17","Bathrooms not clean and/or supplied"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20130814","3-501.16 (A)(2) and (B)","Improper cold holding temperatures"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20130814","4-205.10","Equipment, food & non-food-contact surfaces not cleanable and safe"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20130814","4-501.11","Equipment, food & non-food-contact surfaces not cleanable and safe"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20130814","4-502.11(B)","Thermometers not provided & not accurate"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20130814","4-601.11 (A)","Food-contact surfaces:  not cleaned & sanitized"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20130814","4-903.11(A) and (C)","Disposable utensils no properly stored and used"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20131219","2-102.12","Manager not present , or manager lacks required food safety training"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20131219","3-305.11","Contamination not prevented during food preparation, storage & display"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20131219","4-205.10","Equipment, food & non-food-contact surfaces not cleanable and safe"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20131219","4-501.11","Equipment, food & non-food-contact surfaces not cleanable and safe"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20131219","4-501.114","Food-contact surfaces:  not cleaned & sanitized"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20131219","4-601.11 (A)","Food-contact surfaces:  not cleaned & sanitized"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20131219","4-901.12","Wiping cloths: not properly used & stored"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20131219","5-205.11","Handwashing sink without soap and towels (dryer), or not accessible"

"011EC6C8-EDD1-F08B-9F20505CA13E6374","20131219","6-201.11","Floors, walls and ceilings not cleaned and maintained"

"0124B480-C0F4-15B8-6D8AE96D00E0EB92","20140107","5-202.12","Handwashing sink without soap and towels (dryer), or not accessible"

"0124B480-C0F4-15B8-6D8AE96D00E0EB92","20140107","5-205.11","Handwashing sink without soap and towels (dryer), or not accessible"

"0124B480-C0F4-15B8-6D8AE96D00E0EB92","20140107","5-205.15 (A)(B)","Improper plumbing"

"0124B480-C0F4-15B8-6D8AE96D00E0EB92","20140107","5-501.16","Trash bin area maintained"

"012BD35B-E1D0-BE1F-ED0468117DE14D50","20131021","2-102.12","Manager not present , or manager lacks required food safety training"

"012BD35B-E1D0-BE1F-ED0468117DE14D50","20131021","3-302.12","Food not properly labelled; original container"

"012BD35B-E1D0-BE1F-ED0468117DE14D50","20131021","4-204-112","Thermometers not provided & not accurate"

"012DAC8C-F601-1833-85FAF965A9614205","20130226","2-102.12","Manager not present , or manager lacks required food safety training"

"012DAC8C-F601-1833-85FAF965A9614205","20130226","2-201.11 (A), (B), (C), and (E)","No approved employee health policy to prevent sick employees from working"

"012DAC8C-F601-1833-85FAF965A9614205","20130226","3-304.14","Wiping cloths: not properly used & stored"

"012DAC8C-F601-1833-85FAF965A9614205","20130226","3-501.17","Improper date marking"

"012DAC8C-F601-1833-85FAF965A9614205","20130226","4-502.11(B)","Thermometers not provided & not accurate"

"012DAC8C-F601-1833-85FAF965A9614205","20130226","4-601.11(B) and (C)","Equipment contaminated"

"012DAC8C-F601-1833-85FAF965A9614205","20130226","5-205.11","Handwashing sink without soap and towels (dryer), or not accessible"

"012DAC8C-F601-1833-85FAF965A9614205","20130226","5-501.17","Bathrooms not clean and/or supplied"

"012DAC8C-F601-1833-85FAF965A9614205","20130226","6-201.13","Floors, walls and ceilings not cleaned and maintained"

"012DAC8C-F601-1833-85FAF965A9614205","20130226","6-501.12","Floors, walls and ceilings not cleaned and maintained"

"012DAC8C-F601-1833-85FAF965A9614205","20131031","2-102.12","Manager not present , or manager lacks required food safety training"

"012DAC8C-F601-1833-85FAF965A9614205","20131031","2-201.11 (A), (B), (C), and (E)","No approved employee health policy to prevent sick employees from working"

"012DAC8C-F601-1833-85FAF965A9614205","20131031","3-304.14","Wiping cloths: not properly used & stored"

"012DAC8C-F601-1833-85FAF965A9614205","20131031","4-601.11 (A)","Food-contact surfaces:  not cleaned & sanitized"

"01351F31-B3E9-348D-50CFFEE9ADAB2D18","20121127","2-201.11 (A)","No approved employee health policy to prevent sick employees from working"

"01351F31-B3E9-348D-50CFFEE9ADAB2D18","20121127","3-302.11","Food not stored safely to prevent contamination"

"01351F31-B3E9-348D-50CFFEE9ADAB2D18","20121127","3-304.13","Contamination not prevented during food preparation, storage & display"

"01351F31-B3E9-348D-50CFFEE9ADAB2D18","20121127","3-501.17","Improper date marking"

"01351F31-B3E9-348D-50CFFEE9ADAB2D18","20121127","3-603.11","Warning to consumers for raw or undercooked foods"

"01351F31-B3E9-348D-50CFFEE9ADAB2D18","20131010","3-501.19","Food stored for too long without temperature control, and procedure"

"01351F31-B3E9-348D-50CFFEE9ADAB2D18","20131010","4-502.11(A) and (C)","Equipment, food & non-food-contact surfaces not cleanable and safe"

"01351F31-B3E9-348D-50CFFEE9ADAB2D18","20131010","4-502.13","Disposable utensils no properly stored and used"

"01351F31-B3E9-348D-50CFFEE9ADAB2D18","20131010","4-602.13","Equipment contaminated"

"01351F31-B3E9-348D-50CFFEE9ADAB2D18","20131010","5-501.111","Trash bin area maintained"

"01351F31-B3E9-348D-50CFFEE9ADAB2D18","20131010","5-501.114","Trash bin area maintained"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20130613","2-102.12","Manager not present , or manager lacks required food safety training"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20130613","2-303.11","Personal Hygiene issues"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20130613","3-304.14","Wiping cloths: not properly used & stored"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20130613","4-501.114","Food-contact surfaces:  not cleaned & sanitized"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20130613","4-901.11","Utensils, equipment & linens: not properly stored, dried, & handled"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20130613","4-903.11(A) and (C)","Disposable utensils no properly stored and used"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20130613","5-103.12","Hot & cold water unavailable; inadequate water pressure"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20130613","6-301.14","Handwashing sink without soap and towels (dryer), or not accessible"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20130613","6-501.12","Floors, walls and ceilings not cleaned and maintained"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20140114","2-102.11","Manager not present , or manager lacks required food safety training"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20140114","2-401.11","Improper eating, tasting, drinking, or tobacco use"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20140114","2-402.11","Personal Hygiene issues"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20140114","3-304.14","Wiping cloths: not properly used & stored"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20140114","4-501.11","Equipment, food & non-food-contact surfaces not cleanable and safe"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20140114","4-501.12","Equipment, food & non-food-contact surfaces not cleanable and safe"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20140114","4-601.11 (A)","Food-contact surfaces:  not cleaned & sanitized"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20140114","4-601.11(B) and (C)","Equipment contaminated"

"014B14FD-B51C-8ADB-46806034E1BB70BB","20140114","4-903.11(A) and (C)","Disposable utensils no properly stored and used"

"01852ACE-EDC8-958E-AFD055101633F2B3","20130923","3-501.16 (A)(2) and (B)","Improper cold holding temperatures"

"01852ACE-EDC8-958E-AFD055101633F2B3","20130923","4-501.11","Equipment, food & non-food-contact surfaces not cleanable and safe"

"01F7A0CB-0C0D-0E4F-4EE88C06A8A77091","20131115","4-901.11","Utensils, equipment & linens: not properly stored, dried, & handled"

"01F7A0CB-0C0D-0E4F-4EE88C06A8A77091","20131115","5-205.15 (A)(B)","Improper plumbing"

"01F7A0CB-0C0D-0E4F-4EE88C06A8A77091","20131115","5-501.114","Trash bin area maintained"

"01F7A0CB-0C0D-0E4F-4EE88C06A8A77091","20131115","6-202.11","Does not meet ventilation and lighting requirements"

"01F7A0CB-0C0D-0E4F-4EE88C06A8A77091","20131115","6-301.12","Handwashing sink without soap and towels (dryer), or not accessible"

"0220E23A-979D-5164-7BE7FC6D0623360A","20130703","2-103.11 (M)","No approved employee health policy to prevent sick employees from working"

"0220E23A-979D-5164-7BE7FC6D0623360A","20130703","2-401.11","Improper eating, tasting, drinking, or tobacco use"

"0220E23A-979D-5164-7BE7FC6D0623360A","20130703","3-304.14","Wiping cloths: not properly used & stored"

"0220E23A-979D-5164-7BE7FC6D0623360A","20130703","3-305.11","Contamination not prevented during food preparation, storage & display"

"0220E23A-979D-5164-7BE7FC6D0623360A","20130703","3-501.15","Proper cooling methods not used; adequate equipment for temperature control"

"0220E23A-979D-5164-7BE7FC6D0623360A","20130703","3-501.16 (A)(2) and (B)","Improper cold holding temperatures"

"0220E23A-979D-5164-7BE7FC6D0623360A","20130703","3-603.11","Warning to consumers for raw or undercooked foods"

"0220E23A-979D-5164-7BE7FC6D0623360A","20130703","4-205.10","Equipment, food & non-food-contact surfaces not cleanable and safe"

"0220E23A-979D-5164-7BE7FC6D0623360A","20140109","2-201.11 (A), (B), (C), and (E)","No approved employee health policy to prevent sick employees from working"

"0220E23A-979D-5164-7BE7FC6D0623360A","20140109","3-302.11","Food not stored safely to prevent contamination"

"0220E23A-979D-5164-7BE7FC6D0623360A","20140109","3-501.16 (A)(2) and (B)","Improper cold holding temperatures"

"0220E23A-979D-5164-7BE7FC6D0623360A","20140109","3-501.17","Improper date marking"

"0220E23A-979D-5164-7BE7FC6D0623360A","20140109","4-203.11","Thermometers not provided & not accurate"

"0220E23A-979D-5164-7BE7FC6D0623360A","20140109","5-501.16","Trash bin area maintained"

"0220E23A-979D-5164-7BE7FC6D0623360A","20140109","6-202.110","Trash bin area maintained"

"0220E23A-979D-5164-7BE7FC6D0623360A","20140109","7-201.11","Toxic substances not properly identified, stored, & used"

"02AEBFE0-016D-48A0-929B27B0249E171D","20130219","2-102.12","Manager not present , or manager lacks required food safety training"

"02AEBFE0-016D-48A0-929B27B0249E171D","20130219","2-103.11 (M)","No approved employee health policy to prevent sick employees from working"

"02AEBFE0-016D-48A0-929B27B0249E171D","20130219","2-401.11","Improper eating, tasting, drinking, or tobacco use"

"02AEBFE0-016D-48A0-929B27B0249E171D","20130219","3-304.12","In-use utensils: not properly stored"

"02AEBFE0-016D-48A0-929B27B0249E171D","20130219","3-501.19","Food stored for too long without temperature control, and procedure"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20120927","5-205.11","Handwashing sink without soap and towels (dryer), or not accessible"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20120927","6-202.11","Does not meet ventilation and lighting requirements"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20120927","6-301.14","Handwashing sink without soap and towels (dryer), or not accessible"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20120927","6-303.11","Does not meet ventilation and lighting requirements"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20120927","6-501.14","Does not meet ventilation and lighting requirements"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20120927","7-102.11","Toxic substances not properly identified, stored, & used"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","2-201.11 (A)","No approved employee health policy to prevent sick employees from working"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","3-301.11","Bare hand contact with foods that are ready to eat (won't be cooked any more)"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","3-302.11","Food not stored safely to prevent contamination"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","3-304.12","In-use utensils: not properly stored"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","3-304.14","Wiping cloths: not properly used & stored"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","3-501.16 (A)(2) and (B)","Improper cold holding temperatures"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","3-501.17","Improper date marking"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","3-603.11","Warning to consumers for raw or undercooked foods"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","4-301.14","Does not meet ventilation and lighting requirements"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","4-501.11","Equipment, food & non-food-contact surfaces not cleanable and safe"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","4-601.11 (A)","Food-contact surfaces:  not cleaned & sanitized"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","4-601.11(B) and (C)","Equipment contaminated"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","4-901.11","Utensils, equipment & linens: not properly stored, dried, & handled"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","4-903.11(A) and (B)","Utensils, equipment & linens: not properly stored, dried, & handled"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","5-205.11","Handwashing sink without soap and towels (dryer), or not accessible"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","5-501.111","Trash bin area maintained"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","6-202.11","Does not meet ventilation and lighting requirements"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","6-301.14","Handwashing sink without soap and towels (dryer), or not accessible"

"03D0B869-9790-0CB6-E27EB9965164CF3C","20130304","6-303.11","Does not meet ventilation and lighting requirements"

"495259","20140318","4-601.11 (A)","Food-contact surfaces:  not cleaned & sanitized"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","4-903.11(A) and (B)","Utensils, equipment & linens: not properly stored, dried, & handled"

"495172","20140317","2-401.11","Improper eating, tasting, drinking, or tobacco use"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","3-302.12","Food not properly labelled; original container"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","4-101.11","Equipment, food & non-food-contact surfaces not cleanable and safe"

"495259","20140318","6-501.12","Floors, walls and ceilings not cleaned and maintained"

"3087C586-CB60-71F0-95435699F654092E","20140317","4-502.13","Disposable utensils no properly stored and used"

"2C982E49-ED53-0DD6-74B60CC60602984A","20140318","2-402.11","Personal Hygiene issues"

"3AF38F4B-C01F-BBDE-BF8E0683045F8009","20140319","8-103.12","Noncompliance with specialized processing procedures or HACCP plan"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","2-103.11 (A) - (L)","Manager not present , or manager lacks required food safety training"

"495259","20140318","4-901.11","Utensils, equipment & linens: not properly stored, dried, & handled"

"3087C586-CB60-71F0-95435699F654092E","20140317","6-501.11","Floors, walls and ceilings not cleaned and maintained"

"495259","20140318","4-602.13","Equipment contaminated"

"495259","20140318","6-301.14","Handwashing sink without soap and towels (dryer), or not accessible"

"3C601E09-1422-201B-199B4BBE1BF35CF8","20140318","2-103.11 (M)","No approved employee health policy to prevent sick employees from working"

"495172","20140317","3-603.11","Warning to consumers for raw or undercooked foods"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","6-101.11","Floors, walls and ceilings not cleaned and maintained"

"2433A9E0-C425-9878-8E5B8EE5BAABDEF4","20140318","7-201.11","Toxic substances not properly identified, stored, & used"

"3C601E09-1422-201B-199B4BBE1BF35CF8","20140318","3-304.12","In-use utensils: not properly stored"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","3-501.15","Proper cooling methods not used; adequate equipment for temperature control"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","3-501.14","Improper cooling time & temperatures"

"3C601E09-1422-201B-199B4BBE1BF35CF8","20140318","3-501.17","Improper date marking"

"3AF38F4B-C01F-BBDE-BF8E0683045F8009","20140319","3-501.15","Proper cooling methods not used; adequate equipment for temperature control"

"3087C586-CB60-71F0-95435699F654092E","20140317","2-103.11 (A) - (L)","Manager not present , or manager lacks required food safety training"

"3C601E09-1422-201B-199B4BBE1BF35CF8","20140318","5-205.15 (A)","Improper plumbing"

"3087C586-CB60-71F0-95435699F654092E","20140317","3-501.16 (A)(2) and (B)","Improper cold holding temperatures"

"2433A9E0-C425-9878-8E5B8EE5BAABDEF4","20140318","6-501.111","Insects & rodents present; unauthorized animals"

"2433A9E0-C425-9878-8E5B8EE5BAABDEF4","20140318","3-302.11","Food not stored safely to prevent contamination"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","6-202.14","Bathrooms not clean and/or supplied"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","4-502.11(A) and (C)","Equipment, food & non-food-contact surfaces not cleanable and safe"

"3087C586-CB60-71F0-95435699F654092E","20140317","3-603.11","Warning to consumers for raw or undercooked foods"

"3087C586-CB60-71F0-95435699F654092E","20140317","4-204-112","Thermometers not provided & not accurate"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","3-501.17","Improper date marking"

"3087C586-CB60-71F0-95435699F654092E","20140317","3-302.12","Food not properly labelled; original container"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","2-301.12","Hands not clean and properly washed"

"2433A9E0-C425-9878-8E5B8EE5BAABDEF4","20140318","2-401.11","Improper eating, tasting, drinking, or tobacco use"

"3087C586-CB60-71F0-95435699F654092E","20140317","3-304.14","Wiping cloths: not properly used & stored"

"3087C586-CB60-71F0-95435699F654092E","20140317","2-303.11","Personal Hygiene issues"

"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","20140317","6-202.11","Does not meet ventilation and lighting requirements"

