"business_id","score","date","description","type"
"B691B1AE-3048-983B-2647A091CB4DA7BB","100","20130501","","routine"

"11C40812-1060-9D6F-AE04129347F2A7D2","100","20130503","","routine"

"497756","100","20130508","","routine"

"500941","100","20130513","","routine"

"7A22E62E-DF2F-0B92-FF87E19A9FA02FA9","100","20130517","","routine"

"3C601E09-1422-201B-199B4BBE1BF35CF8","100","20130524","","routine"

"9F4BC4B5-3048-94EE-982A6738437D1769","100","20130524","","routine"

"336355FE-0EBF-2BD9-89C16910AA2049DC","100","20130603","","routine"

"D6669206-E410-4008-A34770DE2E96FAC1","100","20130603","","routine"

"23D6E1F8-DFC2-9B9C-55422A411A405AF7","100","20130607","","routine"

"26301E88-9486-28D6-4337A3B2F1693F52","100","20130619","","routine"

"499654","100","20130628","","routine"

"501740","100","20130709","","routine"

"501118","100","20130717","","routine"

"500329","100","20130723","","routine"

"1FF2514A-E49C-E32E-C0DF49DC3C2FE546","100","20130725","","routine"

"501497","100","20130813","","routine"

"494737","100","20130814","","routine"

"131DCD95-D982-714E-9BB092822FC23677","100","20130814","","routine"

"500846","100","20130904","","routine"

"495035","81","20140220","","routine"

"BAF57704-1422-201B-194EA2F8D7034481","81.5","20140108","","routine"

"495040","81.5","20140227","","routine"

"509028","82","20131010","","followup"

"497908","82","20140113","","routine"

"501097","83","20130912","","routine"

"C252339A-3048-98E1-5CA044B74CDE19F8","83","20131210","","routine"

"562DE7A5-F8F0-A41F-6CEF01732087E190","83","20140206","","routine"

"7111AA91-C38E-66BB-4885C77719D7819B","83","20140207","","routine"

"509028","84","20130227","","routine"

"500672","86","20131118","","routine"

"497789","86","20140219","","routine"

"88D77601-086B-BDE9-F2928F9671031896","86.5","20130506","","routine"

"13BD246E-B337-12BD-FF1C160B344A80C4","86.5","20130625","","routine"

"499885","86.5","20130919","","routine"

"2C672EEC-1422-201B-196AFB77499FF680","86.5","20131127","","routine"

"C157F80A-FC68-9AF3-FD279998C6823023","86.5","20131212","","routine"

"501671","87","20130319","","routine"

"527138","87","20131007","","routine"

"501962","87","20131029","","routine"

"501671","87","20131204","","routine"

"C252339A-3048-98E1-5CA044B74CDE19F8","87","20140107","","followup"

"BAF57704-1422-201B-194EA2F8D7034481","87","20140116","","followup"

"118EAA48-8A96-11A0-B962115131B0B272","87","20140206","","routine"

"65806D9F-B753-159A-B17080BE2280AF10","88","20130412","","routine"

"1396FDA8-1749-1448-B4D48A3C3364F60B","88","20130510","","routine"

"503946","90","20121113","","routine"

"CE9D7EC4-11C7-153B-1A8BA6ABC0E5AF53","90","20121213","","routine"

"497995","90","20121214","","routine"

"501977","90","20131030","","routine"

"133A8A6C-1657-ECA0-18E0DBA732B14C1E","90","20131113","","routine"

"117AA727-1100-178D-CBD6C473451776C6","90","20131114","","routine"

"4C7A1F18-E856-BEFA-5743DF43F06BDF3C","92","20130620","","routine"

"500463","90","20130221","","routine"

"A48B1658-1911-F777-1A65E2226FDBC1BD","90","20130221","","followup"

"509028","90","20130304","","followup"

"28F92D5D-D180-6A0F-90A902D7D37731F3","90","20130306","","routine"

"23B35F51-D2BB-C01D-18F3EDE60D69640F","90","20130318","","routine"

"496653","90","20130319","","routine"

"495040","90","20130405","","routine"

"502045","90","20130409","","routine"

"9711E454-DF9E-8A93-B12A486CF9E69836","90","20130416","","routine"

"3E488BE4-EA58-EBB5-0F1B2A6C024A1D18","90","20130423","","routine"

"CE9D7EC4-11C7-153B-1A8BA6ABC0E5AF53","90","20130625","","routine"

"498419","90","20130626","","routine"

"496297","90","20130709","","routine"

"C8A9D635-1422-201B-19F4DBCC53FD0ACC","90","20130711","","routine"

"13BD246E-B337-12BD-FF1C160B344A80C4","90","20130712","","followup"

"3AD2A58F-97B8-AC12-F96F04F971A6A6FA","90","20130716","","routine"

"12306CA5-5E18-9A9C-845686BB2BA12119","90","20130716","","routine"

"499619","90","20130718","","routine"

"28E5CC3E-0727-ABF6-35AD3834FBB39D04","90","20130719","","routine"

"DA2E05F1-E825-5DC9-92E1ABD1EABB435B","90","20130724","","routine"

"527864","90","20130729","","routine"

"6627D70B-9B1C-CA7F-C44C27110BCE7418","90.5","20121114","","routine"

"1228358E-A6F1-1720-8C3FE2A44EB654E9","90.5","20121121","","routine"

"495296","90.5","20121206","","routine"

"DF256C36-CD54-33EE-E8AB3CB7291D6D4C","90.5","20130111","","routine"

"506948","90.5","20130201","","routine"

"498855","90.5","20130327","","routine"

"503946","90.5","20130417","","routine"

"9A6CC56A-DE31-7C97-CD76CC617B922115","90.5","20130509","","routine"

"1396FDA8-1749-1448-B4D48A3C3364F60B","90.5","20130531","","routine"

"EF90D1A4-DDC0-9130-24EC342C1E15879B","90.5","20130604","","routine"

"498881","90.5","20130606","","routine"

"503760","90.5","20130614","","routine"

"501564","90.5","20130625","","routine"

"501438","92.5","20131112","","routine"

"419B9495-3048-98E7-04B94981720F4DCA","92.5","20131120","","routine"

"506935","92.5","20131202","","routine"

"AF90CB51-C16D-A527-AF9E2F18A7C70BC1","95.5","20140625","","routine"

"B35955CE-D04D-110F-5F09152A4C6326BD","96","20140703","","routine"

"B5280725-F10F-C10E-C95B98B5087D511C","95.5","20140630","","routine"

"09C7AEAE-E078-149F-E8394F82D33BE4FC","97.5","20140627","","routine"

"498422","97.5","20140701","","routine"

"92E05BFE-BF2A-61AD-FE3B51C1D0D02A9B","97","20140627","","routine"

"012BD35B-E1D0-BE1F-ED0468117DE14D50","99","20140625","","routine"

"1A5CE88A-F6E6-0BDD-BA3447BEAC5520CF","98","20140625","","routine"

"241FCC70-B865-0DF4-75D9607CED905591","98.5","20140625","","routine"

"501311","98.5","20140703","","routine"

"501978","98.5","20140702","","routine"

"F446E29B-3048-9838-60DC885717AD91C1","99","20140703","","routine"

"10DD7DEB-1058-14BD-B40F144186CBE497","90","20140711","","routine"

"34610CE2-9C2B-4658-6E010C4BE8D71225","92","20140718","","followup"

"364274AE-E4F7-F3D2-5585BC524AA516B9","90","20140714","","followup"

"3A42EBA5-E40F-DF58-19D91C836EE058E9","92.5","20140715","","routine"

"495781","92","20140717","","routine"

"499519","88","20140714","","routine"

"4B7C44B8-D8C6-C6B4-A430786EB1C6474A","93","20140715","","routine"

"4D0343C6-E077-FC93-51688C91C74DF18B","93","20140717","","routine"

"4FDD934F-098B-B5D6-8DB979E08154166F","90.5","20140715","","routine"

"500830","91.5","20140718","","routine"

"61B0869D-ED4F-26AC-8BB815E4DD427F23","90.5","20140717","","routine"

"9985A1EC-1496-7241-925B1496DDDB6F6D","83","20140717","","routine"

"B92269BE-E479-6711-A1BE14C5EA305E06","90","20140716","","routine"

"BAB062B0-A12D-8E7B-2408B13CF230BA17","92.5","20140714","","routine"

"BADE7454-1422-201B-19E18814F94A4A22","90.5","20140717","","routine"

"CADB1CD7-BB67-9006-B17B19567528BABD","90","20140710","","routine"

"E52ECDD2-D86B-172F-D7E1D0D8462434EE","92.5","20140718","","routine"

"E7E6AEA2-FE72-1EA8-041CCCD5189197B3","","20140509","","routine"

"01852ACE-EDC8-958E-AFD055101633F2B3","95","20140715","","routine"

"495837","98","20140711","","routine"

"500627","98","20140707","","routine"

"501902","98","20140709","","routine"

"526554","98","20140707","","routine"

"7DF036C9-112A-688A-99171496017E35F7","99","20140711","","routine"

"C0D1EBA7-B313-9960-5F9CC6D1A047E2EB","98.5","20140711","","routine"

"D1D8CFCB-CAD9-7DDD-68E03E740E7C6CEB","98","20140703","","routine"

"F4D55637-6DF0-1295-76C915D717D9874B","98.5","20140711","","routine"

"1E1B7E54-081D-2718-3375904A642DD7A5","95","20140710","","routine"

"3B299066-F2A5-52E6-147D3BD90BA480D6","95","20140716","","routine"

"48DA5E39-94E3-D184-F20EE0CBF8F9BF6A","94.5","20140710","","routine"

"496658","94","20140717","","routine"

"497269","94","20140715","","routine"

"500925","93.5","20140715","","routine"

"527365","93.5","20140718","","routine"

"8412D927-DB92-F65C-948D10386DDAE78C","94.5","20140716","","routine"

"C795B2F4-9202-8744-B63CFE3BADE81512","95","20140717","","routine"

"16570520-F839-D5EB-5563BCD25769E0C0","96.5","20140716","","routine"

"2317D3C6-9BB5-41D8-4ABA740D3A6ECD9D","97.5","20140715","","routine"

"312F284B-9434-D63D-6811F85B1013C9D8","96.5","20140718","","routine"

"3C5600AE-1422-201B-192D0A39D4380CD0","97","20140717","","followup"

"494796","96.5","20140711","","routine"

"495629","97.5","20140717","","routine"

"501393","96.5","20140714","","routine"

"62E6157E-AF22-B7BF-ED7296FB97F0440B","97.5","20140716","","routine"

"1ABD3045-E27A-DC56-3B020BA23A7D5DE5","93","20140730","","routine"

"2C672EEC-1422-201B-196AFB77499FF680","91","20140729","","routine"

"39B31FB1-0DCE-1B22-C8AD74EBF2BEF3B5","91","20140801","","routine"

"49DA7928-3048-94EE-98A454D42CC89832","92","20140730","","routine"

"4DD48454-E096-9B1D-1F9569D81C76345B","90","20140731","","routine"

"500721","92.5","20140730","","routine"

"500781","93","20140731","","routine"

"500823","88.5","20140725","","routine"

"501571","90","20140729","","routine"

"503953","89","20140801","","routine"

"508970","84","20140729","","followup"

"527864","91.5","20140731","","routine"

"6F7D8189-AAB8-7FC9-BF4333120A9443B0","91","20140801","","routine"

"F37BA48F-3048-9838-605D681D714F0455","92.5","20140729","","routine"

"19FD926A-9108-311A-BFB959984466C1C6","93.5","20140801","","routine"

"495612","94.5","20140722","","routine"

"496936","95","20140801","","routine"

"498116","94","20140729","","routine"

"498155","94","20140729","","routine"

"501809","93.5","20140801","","routine"

"81F7A1A1-BA07-6A25-89B77578F8EEA69F","94","20140728","","routine"

"A34D33D7-952F-EC08-4BF44E3BCAF3AC80","93.5","20140730","","routine"

"B8D37A1B-F32D-C2A1-55CC0A1F0C073101","93.5","20140731","","routine"

"BCCA56E8-F4FE-3FC5-3F40D8B9BF8E11ED","95","20140728","","routine"

"E584EEDA-BC2C-8828-F6C5141061AFEE78","94.5","20140729","","routine"

"495123","95.5","20140731","","routine"

"495584","96","20140729","","routine"

"495743","95.5","20140724","","routine"

"499614","95.5","20140728","","routine"

"4E3C5522-DC6D-2269-BFFA763D21DAF138","96","20140731","","routine"

"500185","96","20140729","","routine"

"500899","96","20140729","","routine"

"527589","96","20140731","","routine"

"6EBDD0AE-3048-94EE-9879B500206A0311","96","20140731","","routine"

"7F884B08-E129-CF42-935B1A36A7699E68","96","20140731","","routine"

"DE93D7A9-1422-201B-19CCACED7311B68D","95.5","20140730","","routine"

"000D0B7A-3048-98E7-046FBA1DC52B6D55","96.5","20140731","","routine"

"130627C8-98E5-6336-EEE66A3339962132","96.5","20140801","","routine"

"4A345620-3048-94EE-983DB6D534A04D49","96.5","20140725","","routine"

"500950","96.5","20140731","","routine"

"501020","97","20140801","","routine"

"6BBA534D-E5B9-AE56-1EB6C5F5F03A321B","96.5","20140730","","routine"

"97A4E859-9E14-2F5A-28FD40A5EBE2DF3E","96.5","20140728","","routine"

"BF113656-B4DC-5F73-322810CA88AC43DD","96.5","20140725","","routine"

"D3DE3A69-F7BF-5C5C-7F2D0F6963320826","96.5","20140731","","routine"

"F47AEA15-3048-9838-6065589867DF83F8","97","20140729","","routine"

"500401","98","20140729","","routine"

"500601","98","20140728","","routine"

"500614","97.5","20140730","","routine"

"500727","98","20140728","","routine"

"501246","98","20140731","","routine"

"501443","97.5","20140729","","routine"

"52D12837-A20C-C127-A32356869DC83350","98.5","20140731","","routine"

"74972E65-EEEA-B834-796D05B2CF2170F9","98","20140731","","routine"

"A5112502-D12C-848A-18D9F486E7AD4D9A","98","20140731","","routine"

"DF256C36-CD54-33EE-E8AB3CB7291D6D4C","98","20140730","","routine"

"DFF3A882-0CD4-ABB6-98A01DCC3D0DCD6E","97.5","20140801","","routine"

"E11AFB98-CAD1-9E71-90A817F85D6A046D","98.5","20140801","","routine"

"4897FC80-B9F8-1AB8-EC8EB737D319E394","99.5","20140731","","routine"

"8B63A56F-139E-6E52-AF8FE56443FF54D2","99.5","20140725","","routine"

"F5B2499B-FB5B-AE64-172C495BFA99B0BE","99.5","20140728","","routine"

"498672","95","20140806","","routine"

"498838","94","20140805","","routine"

"500673","94","20140805","","routine"

"7B147750-9B65-43E3-A355AB6A6A98ACF5","95","20140805","","routine"

"127318E7-14CF-FBAF-4341170F855920B5","96","20140804","","routine"

"497221","95.5","20140804","","routine"

"499876","96","20140804","","routine"

"F427AEAE-3048-9838-604F35A4FA3CD48E","95.5","20140804","","routine"

"153C9F72-1071-D48F-36FF148489484844","91","20140818","","routine"

"2F3440D7-BB9A-07AC-79CCAC705D9C07BB","100","20140818","","routine"

"32D0ABA9-B28E-2393-C12A26A2C542B816","92.5","20140818","","routine"

"39DC5D6B-A359-F2DE-24FF026BABC24ACF","100","20140820","","routine"

"539BAC66-AADA-7DBA-2CBA814411ABF648","96.5","20140806","","routine"

"91BB6ED3-FC60-787A-413B044A1CA4F713","97","20140805","","routine"

"E949D7BA-14B4-8FF9-3762F11A427F464C","96.5","20140804","","routine"

"3FB66923-9FB3-D174-C82AF6FC2735125A","97.5","20140805","","routine"

"502055","98","20140805","","routine"

"6BC8C5E5-9738-A7E9-7194E8CC0328C643","98","20140804","","routine"

"7B90ECCA-D781-7961-AD70A75466ABCF3D","97.5","20140805","","routine"

"A775CE61-0CFB-D44A-E802CD7A730F9989","97.5","20140804","","routine"

"D1BBB3A6-DC06-FE96-E0F098632A079ACA","98","20140804","","routine"

"EB128562-E905-EFE9-D8F185BEE4EB0588","97.5","20140805","","routine"

"501122","99.5","20140806","","routine"

"495463","92.5","20140822","","routine"

"496087","","20140820","","routine"

"499801","92.5","20140819","","routine"

"499855","100","20140818","","routine"

"500848","92","20140815","","routine"

"503762","90.5","20140821","","routine"

"76CE520D-D5FA-4B89-25AC22F673520851","92","20140822","","routine"

"BCFD5C86-9155-9508-7009882BE9746787","93","20140818","","routine"

"C157F80A-FC68-9AF3-FD279998C6823023","86.5","20140814","","routine"

"C355B226-3048-9838-FC8911FA35AB6DA2","92.5","20140818","","routine"

"FC8CF4C5-A7CA-934B-1E101135DAD3ABD4","100","20140819","","routine"

"10E3B019-E45C-6A2B-B7A3DB9F3521FDF5","96","20140820","","routine"

"494699","99.5","20140821","","routine"

"494973","99","20140820","","followup"

"6DE9BEC8-F8EC-6CBD-B9EE850491946E64","99","20140821","","routine"

"13092C0D-1041-1333-F4A614B161E3451A","100","20140806","","routine"

"1E61AB0D-C937-0077-106529422FECB55A","90.5","20140805","","routine"

"22D8D63D-0A57-E8B1-965C6448D1A3A91B","92","20140807","","routine"

"2A3DC8CF-D36B-3C6A-42A59ECCAA49586C","92.5","20140806","","routine"

"499811","","20140807","","routine"

"501030","100","20140807","","routine"

"501828","86.5","20140808","","routine"

"AA400AD5-3048-98E5-1A6484A5F714022C","91","20140807","","routine"

"E0774143-3048-9838-FCB052A580D87CF8","92","20140805","","routine"

"EB1DFC4A-C55F-4C5E-3522672C8188CF92","92","20140806","","routine"

"01F7A0CB-0C0D-0E4F-4EE88C06A8A77091","94.5","20140807","","routine"

"519497","93.5","20140807","","routine"

"7C287FAE-C4DE-90CA-9AD12FB17B153053","94.5","20140807","","routine"

"06051288-0BE6-6884-8493B3CB6CA929B8","96","20140804","","routine"

"085BF69A-3048-983B-2641CA581B73E5BF","96","20140807","","routine"

"498608","96","20140808","","routine"

"501252","96","20140808","","routine"

"501776","96","20140808","","routine"

"502088","96","20140807","","routine"

"6BE1E453-1830-8EEB-19B31598A2B064E6","96","20140807","","routine"

"B0B9FD93-B162-1279-80AF18A1663A2424","95.5","20140808","","routine"

"4BDF0B2E-AD6A-B14A-C9F3379750662267","97","20140808","","routine"

"7D65F683-1422-201B-19F232CEDBCC2DC2","96.5","20140808","","routine"

"974C47E4-C3D5-453D-EF90470F84914289","96.5","20140808","","routine"

"C0988CE6-9161-6366-98A6433D8793971A","97","20140807","","routine"

"1558584C-AF66-AA5C-6927136FCE4B337A","98.5","20140807","","routine"

"494823","97.5","20140808","","routine"

"495567","97.5","20140807","","routine"

"498386","98.5","20140805","","routine"

"97B4FB96-88FB-899E-6FFC146BCEBA4918","98.5","20140807","","routine"

"28B08CC8-FA45-BE4F-3F6D2F1E2581B59A","99.5","20140808","","routine"

"501484","99","20140807","","routine"

"10D20211-F51D-C965-289835667F477C67","92","20140814","","routine"

"11162B11-B128-14FC-31E5CEB56293B170","92","20140812","","routine"

"173E3FC1-6806-1515-303E1059629678D2","93","20140813","","routine"

"28B85339-D5DA-99FE-517877817C7C9971","90.5","20140811","","routine"

"34EEE6A2-1422-201B-196347DA3958584C","92","20140813","","routine"

"496087","91","20140813","","routine"

"496135","91","20140815","","routine"

"498694","93","20140813","","routine"

"500113","100","20140808","","routine"

"501617","92","20140812","","routine"

"501778","92.5","20140811","","routine"

"501801","92.5","20140814","","routine"

"501868","100","20140813","","routine"

"6A8237CB-DEDE-1398-CD6103E5D7E11C38","92.5","20140812","","routine"

"961C4003-AAB8-B024-F6FE8FA43C8A5AE7","100","20140813","","routine"

"B85C2CAD-A315-82FC-C44B3535BD0A2BEF","92.5","20140815","","routine"

"D080182E-15BB-F12B-4B7082A75E5CD6CE","93","20140812","","routine"

"D9714CE2-AEAF-20CD-BE9CA58899527EF2","92.5","20140812","","routine"

"F83903FF-FED3-881F-9B2192CBD1E2F518","92.5","20140814","","routine"

"F8F2286C-81C7-8C7F-4B42E73BA944C35E","93","20140814","","routine"

"498979","94.5","20140812","","routine"

"499527","94.5","20140813","","routine"

"499941","94","20140811","","routine"

"501941","94.5","20140815","","routine"

"0D049F23-D914-645B-5BBE16D45F81FC73","99","20140811","","routine"

"1A88B69F-E7F4-0FDD-1A4CAF8BA885816C","99","20140812","","routine"

"496327","99","20140815","","routine"

"4B8B1037-EBA9-0609-3315BF09E46665E6","99","20140811","","routine"

"500590","99","20140813","","routine"

"92B2A956-E872-3CE6-01F839926EFEB8FF","99","20140814","","routine"

"97BD5A1B-B1C8-DFE4-7D0FCEEDD7D80C67","99","20140814","","routine"

"17222ADE-1064-129B-77261119FA304432","94","20140821","","routine"

"261A813F-A0A4-B309-0BCE096E32E31B9F","94.5","20140819","","routine"

"497789","94","20140819","","routine"

"497908","94","20140821","","routine"

"500463","94.5","20140819","","routine"

"5076D3EE-9F82-4369-0573AC887EAA0B01","94.5","20140821","","routine"

"527104","94","20140820","","routine"

"5580C291-FFAC-A5C2-D8A5FA548AF00FF2","94","20140821","","routine"

"84D22DE6-B0E8-F40C-630E13DA8D19CCF9","94.5","20140821","","routine"

"9A6CC56A-DE31-7C97-CD76CC617B922115","94.5","20140819","","routine"

"F0EB5EA3-DCF0-DB2B-AA7828A5AA0EFD04","94","20140820","","routine"

"F21A8F42-9D96-691C-0EB0AA670752DDEC","94.5","20140819","","routine"

"12ED9BCB-D5EB-12F0-E885EF981BC94C01","95.5","20140819","","routine"

"14CBC44D-9F9B-44F6-60B67153D1402FAA","95","20140821","","routine"

"1D9DCC38-1422-201B-1979963B7A7DF9CD","95","20140819","","routine"

"1E4CA14D-FF0F-7C05-B6B67B5148502136","95","20140820","","routine"

"39FFFC4D-0FC3-02FB-8A054728449C419A","96","20140821","","routine"

"496240","95.5","20140818","","routine"

"499619","96","20140822","","followup"

"501744","95.5","20140818","","routine"

"6627D70B-9B1C-CA7F-C44C27110BCE7418","95","20140821","","routine"

"6FA2D452-D7F6-C931-FBD5A8DADA4BA956","95.5","20140819","","routine"

"C877B418-B346-3FEC-B5E7588FE499AC36","96","20140820","","routine"

"F98FC85C-EF4F-63B2-BF7BC6D53B4677CC","95.5","20140818","","routine"

"409DB153-3048-98E5-1A02D6B4F6C6C791","96.5","20140821","","routine"

"499487","96.5","20140815","","routine"

"500543","97","20140819","","routine"

"7B3D0C87-92FE-3B83-67D1B693F7039471","96.5","20140818","","routine"

"BD6D8E6B-B3C9-2C89-BBC9AE27FD1C5A53","97","20140818","","routine"

"C3C7D163-BF97-082B-B8097A07A41DF1C7","96.5","20140820","","routine"

"1B628540-DFB8-4472-BE0FFD91A891C4F8","98","20140819","","routine"

"3A764BE4-CA94-C113-C8BF7AE564E980D6","98.5","20140819","","routine"

"496282","97.5","20140822","","routine"

"496314","97.5","20140819","","routine"

"496404","97.5","20140820","","routine"

"498682","98","20140818","","routine"

"498904","97.5","20140815","","routine"

"500941","98","20140822","","routine"

"501898","97.5","20140820","","routine"

"70F3DE35-F05B-4996-A9CD33D7B2451B27","98","20140820","","routine"

"80746F50-E5CA-C76E-E09A13C42B0F2F88","98.5","20140821","","routine"

"89F928B0-15D0-636B-357A11319BC0E662","97.5","20140820","","routine"

"C7E9FD06-0AFB-ED27-1CC1E58BD03E48CB","98.5","20140818","","routine"

"D33029D2-C274-862B-43FA7850317E2FEB","98.5","20140820","","routine"

"D4E0337E-B4BE-BAEE-2E8BEA3A83B06C15","97.5","20140815","","routine"

"F19FCE43-CE7D-8A2C-90DA36A70D57A17D","98.5","20140822","","routine"

"F8393485-0B14-614F-CB4DB42654269E05","98","20140821","","routine"

"F9A4E845-1422-201B-19C87A3E830F2A2D","97.5","20140818","","routine"

"F49C7716-AE74-67C4-9B1A765F99757EA1","99","20140814","","routine"

"FD2109E8-EAAB-776D-B9138860C2F741C3","99","20140819","","routine"

"04F99854-009D-5139-7286AC66B1ED4DAF","100","20140826","","routine"

"1089EAE9-91A5-E568-D745DD9818CEB333","90","20140827","","routine"

"12F1FA01-1465-87E8-1C2216229E77FD7E","90","20140829","","routine"

"14CDC19B-1280-1321-E742109470F9748D","93","20140822","","routine"

"19E33663-1714-195A-D8E0691F204EE70B","85","20140828","","routine"

"1E14B82E-D9B3-613C-6B53F848CDC044D2","92","20140829","","routine"

"23A58ACB-EF7D-3C6E-06E858C66DA9D234","92","20140827","","routine"

"261FC051-CFF5-1C8A-E0B8A0246DC5D440","86.5","20140828","","routine"

"498735","93","20140827","","routine"

"498881","91.5","20140822","","routine"

"499542","92","20140827","","routine"

"500467","100","20140826","","routine"

"503973","92","20140829","","routine"

"508970","90.5","20140822","","followup"

"7CEBE9B3-1422-201B-19230D9C2A35046B","90.5","20140827","","routine"

"896AA596-9419-D59C-8F30BA8CB07FA9C0","91.5","20140828","","routine"

"8BC82CCD-ACAF-D6D8-D5BAF1627B2E4045","91.5","20140827","","routine"

"D9D17525-3048-94EE-9849DBAE69720953","92.5","20140827","","routine"

"F65E4A39-88C6-107A-2FEBA9892CA03100","90","20140825","","routine"

"14FDE466-B84D-C354-BE4DFB663D8C3738","94","20140825","","routine"

"494791","94","20140828","","routine"

"495604","94","20140820","","routine"

"501438","93.5","20140825","","routine"

"501657","94.5","20140825","","routine"

"501828","94.5","20140825","","followup"

"501890","93.5","20140820","","routine"

"6C63A3B0-17E2-8AFB-30AB100CB6CB1B73","93.5","20140828","","routine"

"92036E1F-1422-201B-19326C79FCD7E517","94","20140825","","routine"

"C704C647-13E1-13DB-EB8A160A25CBEB1F","94.5","20140829","","routine"

"F8ADDA9E-163F-1467-654511B726DA96CD","94","20140827","","routine"

"4255DAA9-B1D6-1884-1771437E8C4B9A77","96.5","20140829","","routine"

"494760","95.5","20140826","","routine"

"504091","95","20140826","","routine"

"522369C5-0B21-32F8-19997B6DEE897B7A","96","20140825","","routine"

"5D0117F0-1197-14B0-6AC416014172311D","95","20140825","","routine"

"991135B6-BAF0-896A-D3880A3294D16B62","95","20140826","","routine"

"9F898565-BC34-6E1F-C00794C6CD87A7C9","95","20140828","","routine"

"A7B2C5DD-1433-D13B-C483F0B0390B80E1","95.5","20140826","","routine"

"D75288F0-70E1-46A7-B8A6DFD3B05BB2B2","95","20140822","","routine"

"F4E9A734-EE75-9A99-3840BC2E1FCD787D","95.5","20140826","","routine"

"06120DD7-0E13-3205-5876E4A445033F6F","96.5","20140825","","routine"

"273DB447-C86B-AA84-1B080AA333406F5D","97","20140827","","routine"

"497223","97","20140825","","routine"

"4D4303DD-FB3C-BE36-DCB8808A05708ED9","97","20140829","","routine"

"500232","97","20140825","","routine"

"614F036B-CA29-1ABB-F894C59F1400B9D4","97","20140827","","routine"

"98DA6FA5-B975-C2BB-4A9073EDF8BB0F94","96.5","20140826","","routine"

"AE3E8EF4-EA84-FABE-73AC41F56E1B6B64","97","20140829","","routine"

"B00D114C-6865-106A-9E2F97727CE9B9FE","96.5","20140827","","routine"

"C0B32A45-E19A-40F3-90D44780A841F267","96.5","20140825","","routine"

"D876821C-56CA-5445-D7058E9D8CBF8646","97","20140828","","routine"

"110FC29B-C6B5-2C82-4A376391A25D5009","98","20140822","","routine"

"3A78CC64-C697-EF45-7182504A69C409B1","98","20140828","","routine"

"495127","98","20140827","","routine"

"496311","97.5","20140827","","routine"

"497095","98","20140825","","routine"

"500354","98","20140826","","routine"

"501740","98","20140827","","routine"

"6987D779-15C0-135A-BE3B5DC91ED4EC13","97.5","20140826","","routine"

