EstablishmentID	InspectionID	EstablishmentName	PlaceName	Address	Address2	City	State	Zip	TypeDescription	Latitude	Longitude	InspectionDate	Score	Grade	NameSearch	Intersection
28520	1142855	SANDWICH TRAILER #4	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-24 00:00:00	96		SANDWICHTRAILER	

28520	1142856	SANDWICH TRAILER #4	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-25 00:00:00	100		SANDWICHTRAILER	

28520	1142857	SANDWICH TRAILER #4	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-26 00:00:00	94		SANDWICHTRAILER	

28520	1142859	SANDWICH TRAILER #4	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-25 00:00:00	100		SANDWICHTRAILER	

28520	1142860	SANDWICH TRAILER #4	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-27 00:00:00	100		SANDWICHTRAILER	

28520	1142862	SANDWICH TRAILER #4	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-28 00:00:00	99		SANDWICHTRAILER	

28520	1142863	SANDWICH TRAILER #4	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-29 00:00:00	100		SANDWICHTRAILER	

28521	1132275	CORN DOG/SAUSAGE #3	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-25 00:00:00	100	A	CORNDOGSAUSAGE	

28521	1132281	CORN DOG/SAUSAGE #3	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-24 00:00:00	100	A	CORNDOGSAUSAGE	

28522	1132277	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-25 00:00:00	98	A	CORNDOGSAUSAGE	

28522	1132278	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-24 00:00:00	98	A	CORNDOGSAUSAGE	

28522	1133602	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-20 00:00:00	94		CORNDOGSAUSAGE	

28522	1133604	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-21 00:00:00	98		CORNDOGSAUSAGE	

28522	1133606	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-22 00:00:00	98		CORNDOGSAUSAGE	

28522	1133607	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-23 00:00:00	100		CORNDOGSAUSAGE	

28522	1133609	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-24 00:00:00	96		CORNDOGSAUSAGE	

28522	1133610	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-25 00:00:00	100		CORNDOGSAUSAGE	

28522	1133611	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-26 00:00:00	100		CORNDOGSAUSAGE	

28522	1133612	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-27 00:00:00	100		CORNDOGSAUSAGE	

28522	1133614	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-28 00:00:00	95		CORNDOGSAUSAGE	

28522	1133615	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-28 00:00:00	100		CORNDOGSAUSAGE	

28522	1133616	CORN DOG/SAUSAGE #2	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-29 00:00:00	100		CORNDOGSAUSAGE	

28523	1132276	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-25 00:00:00	98	A	CORNDOG	

28523	1132279	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-24 00:00:00	100	A	CORNDOG	

28523	1133085	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-20 00:00:00	98		CORNDOG	

28523	1133086	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-21 00:00:00	96		CORNDOG	

28523	1133087	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-21 00:00:00	100		CORNDOG	

28523	1133088	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-22 00:00:00	100		CORNDOG	

28523	1133089	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-23 00:00:00	98		CORNDOG	

28523	1133090	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-24 00:00:00	100		CORNDOG	

28523	1133091	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-25 00:00:00	100		CORNDOG	

28523	1133092	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-26 00:00:00	100		CORNDOG	

28523	1133094	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-27 00:00:00	98		CORNDOG	

28523	1133096	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-28 00:00:00	100		CORNDOG	

28523	1133097	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-29 00:00:00	95		CORNDOG	

28523	1133098	CORN DOG #1	 	STATEWIDE MOBILE		LOUISVILLE	KY	40206	SELF-CONTAINED MOBILE FOOD UNITS	38.2526647	-85.7584557	2015-08-29 00:00:00	100		CORNDOG	

29773	1150781	SHAWNEE MARKET	 	228 AMY AVENUE		LOUISVILLE	KY	40212	SUPERMARKET WITH PROCESSING	38.2606000	-85.8136000	2015-11-10 00:00:00	94		SHAWNEEMARKET	

29790	1116601	ANGIO'S	 	3731 BARDSTOWN ROAD		LOUISVILLE	KY	40218	FOOD SERVICE	38.1975000	-85.6565000	2015-07-07 00:00:00	93	A	ANGIOS	

29790	1160560	ANGIO'S	 	3731 BARDSTOWN ROAD		LOUISVILLE	KY	40218	FOOD SERVICE	38.1975000	-85.6565000	2015-12-18 00:00:00	94	A	ANGIOS	

29831	1139699	V FOOD MART	 	4310 FEGENBUSH LANE		LOUISVILLE	KY	40218	PRE-PACKAGED RETAIL	38.1868728	-85.6381116	2015-09-29 00:00:00	100		VFOODMART	

29862	1174019	HAUCK'S HANDY STORE	 	1000 GOSS AVE		LOUISVILLE	KY	40217	PRE-PACKAGED RETAIL	38.2277000	-85.7364000	2016-02-23 00:00:00	100		HAUCKSHANDYSTORE	

29918	1156811	IGA PIC PAC	 	9304 BLUE LICK RD		LOUISVILLE	KY	40229	PRE-PACKAGED RETAIL	38.1142000	-85.6908000	2015-12-04 00:00:00	91		IGAPICPAC	

29920	1154495	SPEEDY MART #7	 	10231 BLUE LICK RD		LOUISVILLE	KY	40229	PRE-PACKAGED RETAIL	38.0967000	-85.6959000	2015-11-24 00:00:00	85		SPEEDYMART	

29928	1105953	BROADWAY FOOD MART	 	4132 W. BROADWAY		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2498000	-85.8208000	2015-06-02 00:00:00	90	A	BROADWAYFOODMART	

29928	1105954	BROADWAY FOOD MART	 	4132 W. BROADWAY		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2498000	-85.8208000	2015-06-02 00:00:00	92		BROADWAYFOODMART	

29928	1168517	BROADWAY FOOD MART	 	4132 W. BROADWAY		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2498000	-85.8208000	2016-01-29 00:00:00	94	A	BROADWAYFOODMART	

29928	1168518	BROADWAY FOOD MART	 	4132 W. BROADWAY		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2498000	-85.8208000	2016-01-29 00:00:00	94		BROADWAYFOODMART	

29956	1154989	CVS / PHARMACY #6211	 	3721 LEXINGTON RD		LOUISVILLE	KY	40207	PRE-PACKAGED RETAIL	38.2525000	-85.6600000	2015-11-30 00:00:00	100		CVSPHARMACY	

29967	1145099	NEIGHBORHOOD FOOD MART	 	542 LAMPTON ST		LOUISVILLE	KY	40203	SUPERMARKET WITH PROCESSING	38.2416000	-85.7443000	2015-10-19 00:00:00	98		NEIGHBORHOODFOODMART	

29967	1176680	NEIGHBORHOOD FOOD MART	 	542 LAMPTON ST		LOUISVILLE	KY	40203	SUPERMARKET WITH PROCESSING	38.2416000	-85.7443000	2016-03-03 00:00:00	97		NEIGHBORHOODFOODMART	

29979	1111892	CIRCLE K #75	 	1630 ARTHUR ST		LOUISVILLE	KY	40217	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2227000	-85.7519000	2015-06-22 00:00:00	93	A	CIRCLEK	

29979	1111893	CIRCLE K #75	 	1630 ARTHUR ST		LOUISVILLE	KY	40217	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2227000	-85.7519000	2015-06-22 00:00:00	97		CIRCLEK	

29979	1166443	CIRCLE K #75	 	1630 ARTHUR ST		LOUISVILLE	KY	40217	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2227000	-85.7519000	2016-01-19 00:00:00	95	A	CIRCLEK	

29979	1166444	CIRCLE K #75	 	1630 ARTHUR ST		LOUISVILLE	KY	40217	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2227000	-85.7519000	2016-01-19 00:00:00	93		CIRCLEK	

29998	1101558	PIC PAC	 	2421 W MARKET ST		LOUISVILLE	KY	40212	SUPERMARKET WITH PROCESSING	38.2595000	-85.7909000	2015-05-18 00:00:00	95		PICPAC	

29998	1189528	PIC PAC	 	2421 W MARKET ST		LOUISVILLE	KY	40212	SUPERMARKET WITH PROCESSING	38.2595000	-85.7909000	2016-04-29 00:00:00	97		PICPAC	

30043	1149356	F & Y SUPERMARKET	 	3801 W. MARKET STREET		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2621000	-85.8123000	2015-11-03 00:00:00	87	A	FYSUPERMARKET	

30043	1149357	F & Y SUPERMARKET	 	3801 W. MARKET STREET		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2621000	-85.8123000	2015-11-03 00:00:00	88		FYSUPERMARKET	

30043	1188650	F & Y SUPERMARKET	 	3801 W. MARKET STREET		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2621000	-85.8123000	2016-04-26 00:00:00	93	A	FYSUPERMARKET	

30043	1188651	F & Y SUPERMARKET	 	3801 W. MARKET STREET		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2621000	-85.8123000	2016-04-26 00:00:00	93		FYSUPERMARKET	

30051	1150801	RITE AID #4629	 	409 W. OAK ST		LOUISVILLE	KY	40203	PRE-PACKAGED RETAIL	38.2352000	-85.7609000	2015-11-10 00:00:00	90		RITEAID	

30051	1159216	RITE AID #4629	 	409 W. OAK ST		LOUISVILLE	KY	40203	PRE-PACKAGED RETAIL	38.2352000	-85.7609000	2015-11-11 00:00:00	95		RITEAID	

30075	1151914	CVS / PHARMACY #6199	 	3130 PORTLAND		LOUISVILLE	KY	40212	PRE-PACKAGED RETAIL	38.2738780	-85.7994620	2015-11-11 00:00:00	98		CVSPHARMACY	

30085	1116950	SPEEDWAY #9709	 	4239 POPLAR LEVEL ROAD		LOUISVILLE	KY	40213	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1974000	-85.7077000	2015-07-09 00:00:00	99	A	SPEEDWAY	

30085	1116951	SPEEDWAY #9709	 	4239 POPLAR LEVEL ROAD		LOUISVILLE	KY	40213	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1974000	-85.7077000	2015-07-09 00:00:00	96		SPEEDWAY	

30085	1159650	SPEEDWAY #9709	 	4239 POPLAR LEVEL ROAD		LOUISVILLE	KY	40213	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1974000	-85.7077000	2015-12-15 00:00:00	99	A	SPEEDWAY	

30085	1159651	SPEEDWAY #9709	 	4239 POPLAR LEVEL ROAD		LOUISVILLE	KY	40213	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1974000	-85.7077000	2015-12-15 00:00:00	100		SPEEDWAY	

30090	1178703	JIM DANDY FOOD MART	 	4902 POPLAR LEVEL RD		LOUISVILLE	KY	40219	PRE-PACKAGED RETAIL	38.1709000	-85.6850000	2016-03-10 00:00:00	90		JIMDANDYFOODMART	

30102	1147178	FIVE STAR FOOD MART #863	 	3901 TAYLOR BLVD		LOUISVILLE	KY	40215	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1877000	-85.7831000	2015-10-27 00:00:00	98	A	FIVESTARFOODMART	

30102	1147179	FIVE STAR FOOD MART #863	 	3901 TAYLOR BLVD		LOUISVILLE	KY	40215	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1877000	-85.7831000	2015-10-27 00:00:00	100		FIVESTARFOODMART	

30102	1183188	FIVE STAR FOOD MART #863	 	3901 TAYLOR BLVD		LOUISVILLE	KY	40215	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1877000	-85.7831000	2016-04-04 00:00:00	94	A	FIVESTARFOODMART	

30102	1183189	FIVE STAR FOOD MART #863	 	3901 TAYLOR BLVD		LOUISVILLE	KY	40215	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1877000	-85.7831000	2016-04-04 00:00:00	99		FIVESTARFOODMART	

30108	1113767	SPEEDWAY #9515	 	2720 TAYLORSVILLE RD		LOUISVILLE	KY	40205	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2226000	-85.6691000	2015-06-23 00:00:00	98	A	SPEEDWAY	

30108	1113768	SPEEDWAY #9515	 	2720 TAYLORSVILLE RD		LOUISVILLE	KY	40205	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2226000	-85.6691000	2015-06-23 00:00:00	97		SPEEDWAY	

30108	1156774	SPEEDWAY #9515	 	2720 TAYLORSVILLE RD		LOUISVILLE	KY	40205	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2226000	-85.6691000	2015-12-04 00:00:00	93	A	SPEEDWAY	

30108	1156775	SPEEDWAY #9515	 	2720 TAYLORSVILLE RD		LOUISVILLE	KY	40205	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2226000	-85.6691000	2015-12-04 00:00:00	90		SPEEDWAY	

30154	1163260	CIRCLE K #117	 	9619 WHIPPS MILL RD		LOUISVILLE	KY	40222	SUPERMARKET WITH PROCESSING	38.2693000	-85.5784000	2016-01-04 00:00:00	93		CIRCLEK	

30162	1149358	CORNER MARKET	 	358 N. 26TH STREET		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2660000	-85.7933000	2015-11-03 00:00:00	97	A	CORNERMARKET	

30162	1149359	CORNER MARKET	 	358 N. 26TH STREET		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2660000	-85.7933000	2015-11-03 00:00:00	95		CORNERMARKET	

30162	1187803	CORNER MARKET	 	358 N. 26TH STREET		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2660000	-85.7933000	2016-04-21 00:00:00	97	A	CORNERMARKET	

30162	1187804	CORNER MARKET	 	358 N. 26TH STREET		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2660000	-85.7933000	2016-04-21 00:00:00	97		CORNERMARKET	

30165	1171920	DERBY CITY PRODUCE	 	301 S. 18TH ST		LOUISVILLE	KY	40203	PRE-PACKAGED RETAIL	38.2561000	-85.7801000	2016-02-11 00:00:00	90		DERBYCITYPRODUCE	

30198	1150826	SAVE-A-LOT #87	 	8704 NATIONAL TURNPIKE		LOUISVILLE	KY	40118	PRE-PACKAGED RETAIL	38.1231000	-85.7497000	2015-11-10 00:00:00	97		SAVEALOT	

30227	1150802	DAIRY MART #3296	 	309 E ST CATHERINE ST		LOUISVILLE	KY	40203	PRE-PACKAGED RETAIL	38.2367000	-85.7507000	2015-11-10 00:00:00	96		DAIRYMART	

30242	1138322	CURTIS MARKET	 	2720 DUNCAN		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2636000	-85.7967000	2015-09-23 00:00:00	97	A	CURTISMARKET	

30242	1138323	CURTIS MARKET	 	2720 DUNCAN		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2636000	-85.7967000	2015-09-23 00:00:00	97		CURTISMARKET	

30242	1182413	CURTIS MARKET	 	2720 DUNCAN		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2636000	-85.7967000	2016-03-30 00:00:00	98	A	CURTISMARKET	

30242	1182414	CURTIS MARKET	 	2720 DUNCAN		LOUISVILLE	KY	40212	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2636000	-85.7967000	2016-03-30 00:00:00	94		CURTISMARKET	

30245	1161114	AL'S BAIT HOUSE	 	14216 DIXIE HWY		LOUISVILLE	KY	40272	PRE-PACKAGED RETAIL	38.0504000	-85.8962000	2015-12-21 00:00:00	100		ALSBAITHOUSE	

30248	1149904	PHOENIX SCHOOL OF DISCOVERY	 	3741 PULLIAM DRIVE		LOUISVILLE	KY	40218	SCHOOL CAFETERIA OR FOOD SERVICE	38.2025714	-85.6431747	2015-11-06 00:00:00	98	A	PHOENIXSCHOOLOFDISCOVERY	

30248	1178476	PHOENIX SCHOOL OF DISCOVERY	 	3741 PULLIAM DRIVE		LOUISVILLE	KY	40218	SCHOOL CAFETERIA OR FOOD SERVICE	38.2025714	-85.6431747	2016-03-10 00:00:00	98	A	PHOENIXSCHOOLOFDISCOVERY	

30258	1157296	CIRCLE K #110	 	3001 FERN VALLEY RD		LOUISVILLE	KY	40213	SUPERMARKET WITH PROCESSING	38.1575000	-85.7090000	2015-12-07 00:00:00	97		CIRCLEK	

30264	1144443	SPEEDWAY #5043	 	4417 DIXIE HWY		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1815000	-85.8153000	2015-10-15 00:00:00	95	A	SPEEDWAY	

30264	1144444	SPEEDWAY #5043	 	4417 DIXIE HWY		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1815000	-85.8153000	2015-10-15 00:00:00	95		SPEEDWAY	

30264	1179875	SPEEDWAY #5043	 	4417 DIXIE HWY		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1815000	-85.8153000	2016-03-17 00:00:00	98	A	SPEEDWAY	

30264	1179876	SPEEDWAY #5043	 	4417 DIXIE HWY		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1815000	-85.8153000	2016-03-17 00:00:00	98		SPEEDWAY	

30295	1156170	GRAND MARKET	 	1731 DIXIE HGWY		LOUISVILLE	KY	40211	SUPERMARKET WITH PROCESSING	38.2248000	-85.7910000	2015-12-02 00:00:00	93		GRANDMARKET	

30319	1165733	ROADSIDE GROCERY	 	18104 SHELBYVILLE RD		LOUISVILLE	KY	40023	SUPERMARKET WITH PROCESSING	38.2356000	-85.4281000	2016-01-14 00:00:00	100		ROADSIDEGROCERY	

30374	1138580	SUGAR AND SPICE	 	5613 BARDSTOWN RD		LOUISVILLE	KY	40219	PRE-PACKAGED RETAIL	38.1646000	-85.5977000	2015-09-25 00:00:00	95		SUGARANDSPICE	

30394	1131778	SAM'S CLUB #8276	 	6622 PRESTON HWY		LOUISVILLE	KY	40219	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1549000	-85.6998000	2015-08-31 00:00:00	96	A	SAMSCLUB	

