business_id,result,date,description,type,score
3CFF84EB-BCFB-499E-91E5-5808FE61B5C1,PASS,20151001,"Restaurant: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

3CFF84EB-BCFB-499E-91E5-5808FE61B5C1,PASS,20150206,"Restaurant: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

3CFF84EB-BCFB-499E-91E5-5808FE61B5C1,PASS,20141106,Restaurant: Food Handler Education on Site,Routine,100

3CFF84EB-BCFB-499E-91E5-5808FE61B5C1,PASS,20140605,Restaurant: Food Handler Education on Site,Routine,100

F5CA6E57-15EB-439F-B492-3F5C63AF5525,PASS,20150929,Butcher Shop: Food Handler Education on Site,Routine,100

F5CA6E57-15EB-439F-B492-3F5C63AF5525,PASS,20150304,Butcher Shop: Food Handler Education on Site,Routine,100

F5CA6E57-15EB-439F-B492-3F5C63AF5525,PASS,20141118,Butcher Shop: Food Handler Education on Site,Routine,100

B8D573F0-A1DD-47F9-8738-5EBF04871B3C,PASS,20160218,Food Take Out: Food Handler Education on Site,Routine,100

B8D573F0-A1DD-47F9-8738-5EBF04871B3C,PASS,20151117,Food Take Out: Food Handler Education on Site,Routine,100

B8D573F0-A1DD-47F9-8738-5EBF04871B3C,PASS,20150218,"Food Take Out: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

B8D573F0-A1DD-47F9-8738-5EBF04871B3C,PASS,20140930,Food Take Out: Satisfactory - No Immediate Action Required by PHI,Routine,100

25E8901B-8784-4D65-9AF7-23A86FFCEE0D,PASS,20160413,Long Term Care Facility: Satisfactory - No Immediate Action Required by PHI,followup,100

25E8901B-8784-4D65-9AF7-23A86FFCEE0D,PASS,20160405,"Long Term Care Facility: Food Handler Education on Site, Product Seized & Held",Routine,100

25E8901B-8784-4D65-9AF7-23A86FFCEE0D,PASS,20151203,Long Term Care Facility: Satisfactory - No Immediate Action Required by PHI,Routine,100

25E8901B-8784-4D65-9AF7-23A86FFCEE0D,PASS,20150805,Long Term Care Facility: Food Handler Education on Site,Routine,100

3064E67D-B3A5-4EF6-BFCF-671B5383FF14,PASS,20160414,"Restaurant: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

3064E67D-B3A5-4EF6-BFCF-671B5383FF14,PASS,20151213,Restaurant: Satisfactory - No Immediate Action Required by PHI,Routine,100

3064E67D-B3A5-4EF6-BFCF-671B5383FF14,PASS,20150612,Restaurant: Food Handler Education on Site,Routine,100

3064E67D-B3A5-4EF6-BFCF-671B5383FF14,PASS,20140902,"Restaurant: Food Handler Education on Site, Sample Taken - Food",Routine,100

2BB18719-9322-488C-B34D-12BA867344C1,PASS,20160229,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,Routine,100

2BB18719-9322-488C-B34D-12BA867344C1,PASS,20151106,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,Routine,100

2BB18719-9322-488C-B34D-12BA867344C1,PASS,20150710,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,Routine,100

2BB18719-9322-488C-B34D-12BA867344C1,PASS,20150402,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,Routine,100

2BB18719-9322-488C-B34D-12BA867344C1,PASS,20141105,"Banquet Hall: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

2BB18719-9322-488C-B34D-12BA867344C1,PASS,20140521,"Banquet Hall: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

FF86F7E1-4BBA-41DC-9956-658AEE5663CC,PASS,20160331,Convenience / Variety: Food Handler Education on Site,Routine,100

FF86F7E1-4BBA-41DC-9956-658AEE5663CC,PASS,20151116,Convenience / Variety: Satisfactory - No Immediate Action Required by PHI,Routine,100

FF86F7E1-4BBA-41DC-9956-658AEE5663CC,PASS,20150812,Convenience / Variety: Food Handler Education on Site,Routine,100

FF86F7E1-4BBA-41DC-9956-658AEE5663CC,PASS,20150204,Convenience / Variety: Satisfactory - No Immediate Action Required by PHI,Routine,100

FF86F7E1-4BBA-41DC-9956-658AEE5663CC,PASS,20141107,Convenience / Variety: Satisfactory - No Immediate Action Required by PHI,Routine,100

94AFF0FE-6BEA-4965-9924-3295FC4E82EB,PASS,20160324,"Cafeteria: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

94AFF0FE-6BEA-4965-9924-3295FC4E82EB,PASS,20151126,"Cafeteria: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

94AFF0FE-6BEA-4965-9924-3295FC4E82EB,PASS,20151126,"Cafeteria: Acceptable Temporary Measure in Place, Food Handler Education on Site",Routine,100

94AFF0FE-6BEA-4965-9924-3295FC4E82EB,PASS,20150528,"Cafeteria: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

94AFF0FE-6BEA-4965-9924-3295FC4E82EB,PASS,20150204,"Cafeteria: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

94AFF0FE-6BEA-4965-9924-3295FC4E82EB,PASS,20141215,"Cafeteria: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

409E639B-083D-43E3-A3C4-25BFF745B3F4,PASS,20150818,Food Take Out: Satisfactory - No Immediate Action Required by PHI,Routine,100

409E639B-083D-43E3-A3C4-25BFF745B3F4,PASS,20150511,Food Take Out: Food Handler Education on Site,Routine,100

409E639B-083D-43E3-A3C4-25BFF745B3F4,PASS,20141016,"Food Take Out: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

8822B656-86CD-474E-BEBF-299749873A7E,PASS,20160414,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,Routine,100

8822B656-86CD-474E-BEBF-299749873A7E,PASS,20151105,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,Routine,100

8822B656-86CD-474E-BEBF-299749873A7E,PASS,20150807,"Banquet Hall: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

8822B656-86CD-474E-BEBF-299749873A7E,PASS,20150313,"Banquet Hall: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

8822B656-86CD-474E-BEBF-299749873A7E,PASS,20141127,"Banquet Hall: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

8822B656-86CD-474E-BEBF-299749873A7E,PASS,20140821,Banquet Hall: Food Handler Education on Site,followup,100

8822B656-86CD-474E-BEBF-299749873A7E,PASS,20140820,Banquet Hall: Food Handler Education on Site,Routine,100

2D1E3271-4DFE-4F16-9646-2DA7F351CCCB,PASS,20160114,"Supermarket: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

2D1E3271-4DFE-4F16-9646-2DA7F351CCCB,PASS,20150811,Supermarket: Satisfactory - No Immediate Action Required by PHI,Routine,100

2D1E3271-4DFE-4F16-9646-2DA7F351CCCB,PASS,20150303,"Supermarket: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

E7BBE0B7-856B-4EB9-B936-35B20B8289A6,PASS,20160226,"Banquet Hall: Acceptable Temporary Measure in Place, Food Handler Education on Site, Product Seized & Destroyed",Routine,100

E7BBE0B7-856B-4EB9-B936-35B20B8289A6,PASS,20151201,"Banquet Hall: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

E7BBE0B7-856B-4EB9-B936-35B20B8289A6,PASS,20150813,Banquet Hall: Food Handler Education on Site,Routine,100

E7BBE0B7-856B-4EB9-B936-35B20B8289A6,PASS,20150309,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,followup,100

E7BBE0B7-856B-4EB9-B936-35B20B8289A6,PASS,20150305,Banquet Hall: Food Handler Education on Site,Routine,100

E7BBE0B7-856B-4EB9-B936-35B20B8289A6,PASS,20141001,"Banquet Hall: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

E7BBE0B7-856B-4EB9-B936-35B20B8289A6,PASS,20140604,"Banquet Hall: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

268BA4E1-54E2-43D2-88DF-810FE7FC49A0,PASS,20160322,Restaurant: Satisfactory - No Immediate Action Required by PHI,Routine,100

268BA4E1-54E2-43D2-88DF-810FE7FC49A0,PASS,20151125,"Restaurant: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

268BA4E1-54E2-43D2-88DF-810FE7FC49A0,PASS,20150728,"Restaurant: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

268BA4E1-54E2-43D2-88DF-810FE7FC49A0,PASS,20150126,"Restaurant: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

268BA4E1-54E2-43D2-88DF-810FE7FC49A0,PASS,20141021,Restaurant: Food Handler Education on Site,Routine,100

268BA4E1-54E2-43D2-88DF-810FE7FC49A0,PASS,20140725,Restaurant: Food Handler Education on Site,Routine,100

AB5BBBC3-8529-420B-A7DC-7C0B72D2303D,PASS,20151019,Convenience / Variety: Satisfactory - No Immediate Action Required by PHI,Routine,100

AB5BBBC3-8529-420B-A7DC-7C0B72D2303D,PASS,20150205,Convenience / Variety: Satisfactory - No Immediate Action Required by PHI,Routine,100

AB5BBBC3-8529-420B-A7DC-7C0B72D2303D,PASS,20140623,Convenience / Variety: Satisfactory - No Immediate Action Required by PHI,Routine,100

B76DCC1F-349C-4326-A85D-0845E07783C1,PASS,20160405,Serving Kitchen: Satisfactory - No Immediate Action Required by PHI,Routine,100

B76DCC1F-349C-4326-A85D-0845E07783C1,PASS,20151202,Serving Kitchen: Food Handler Education on Site,Routine,100

B76DCC1F-349C-4326-A85D-0845E07783C1,PASS,20150710,Serving Kitchen: Food Handler Education on Site,Routine,100

B76DCC1F-349C-4326-A85D-0845E07783C1,PASS,20150227,Serving Kitchen: Food Handler Education on Site,Routine,100

B76DCC1F-349C-4326-A85D-0845E07783C1,PASS,20141024,Serving Kitchen: Food Handler Education on Site,Routine,100

B76DCC1F-349C-4326-A85D-0845E07783C1,PASS,20140809,Serving Kitchen: Satisfactory - No Immediate Action Required by PHI,Routine,100

7558E10A-7F9C-4F86-8381-967D7D3E3FEB,PASS,20160321,Restaurant: Satisfactory - No Immediate Action Required by PHI,followup,100

7558E10A-7F9C-4F86-8381-967D7D3E3FEB,PASS,20160210,Restaurant: Food Handler Education on Site,Routine,100

7558E10A-7F9C-4F86-8381-967D7D3E3FEB,PASS,20151029,Restaurant: Satisfactory - No Immediate Action Required by PHI,followup,100

7558E10A-7F9C-4F86-8381-967D7D3E3FEB,PASS,20151027,Restaurant: Acceptable Temporary Measure in Place,Routine,100

7558E10A-7F9C-4F86-8381-967D7D3E3FEB,PASS,20150604,Restaurant: Satisfactory - No Immediate Action Required by PHI,Routine,100

7558E10A-7F9C-4F86-8381-967D7D3E3FEB,PASS,20150303,Restaurant: Satisfactory - No Immediate Action Required by PHI,followup,100

7558E10A-7F9C-4F86-8381-967D7D3E3FEB,PASS,20150225,Restaurant: Food Handler Education on Site,Routine,100

7558E10A-7F9C-4F86-8381-967D7D3E3FEB,PASS,20140905,Restaurant: Satisfactory - No Immediate Action Required by PHI,Routine,100

43932877-74B9-461E-A891-2767473B0EF1,PASS,20150924,Snack Bar / Refreshment Stand: Food Handler Education on Site,Routine,100

43932877-74B9-461E-A891-2767473B0EF1,PASS,20141010,Snack Bar / Refreshment Stand: Food Handler Education on Site,Routine,100

B7265C3D-B1AA-463B-9FAE-93CC9FF64724,PASS,20160510,"Butcher Shop: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

B7265C3D-B1AA-463B-9FAE-93CC9FF64724,PASS,20151008,Butcher Shop: Satisfactory - No Immediate Action Required by PHI,Routine,100

B7265C3D-B1AA-463B-9FAE-93CC9FF64724,PASS,20150224,Butcher Shop: Satisfactory - No Immediate Action Required by PHI,Routine,100

B7265C3D-B1AA-463B-9FAE-93CC9FF64724,PASS,20140613,Butcher Shop: Satisfactory - No Immediate Action Required by PHI,Routine,100

7573225B-FE3F-4384-91ED-5288C3E6ECF6,PASS,20151103,Snack Bar / Refreshment Stand: Food Handler Education on Site,Routine,100

7573225B-FE3F-4384-91ED-5288C3E6ECF6,PASS,20141126,Snack Bar / Refreshment Stand: Food Handler Education on Site,Routine,100

02EBA71E-6554-44FF-A57B-79D7F810A085,PASS,20151203,"Banquet Hall: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

02EBA71E-6554-44FF-A57B-79D7F810A085,PASS,20141210,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,Routine,100

E3F1C349-73D7-4046-886B-9B1C6C25F0CF,PASS,20150409,Snack Bar / Refreshment Stand: Satisfactory - No Immediate Action Required by PHI,Routine,100

E3F1C349-73D7-4046-886B-9B1C6C25F0CF,PASS,20141124,Snack Bar / Refreshment Stand: Satisfactory - No Immediate Action Required by PHI,Routine,100

3195888F-BD8B-468C-9F3D-6F3EEE70FDA4,PASS,20150828,Restaurant: Satisfactory - No Immediate Action Required by PHI,Routine,100

3195888F-BD8B-468C-9F3D-6F3EEE70FDA4,PASS,20150427,Restaurant: Satisfactory - No Immediate Action Required by PHI,Routine,100

3195888F-BD8B-468C-9F3D-6F3EEE70FDA4,PASS,20141015,"Restaurant: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site, Sample Taken - Other",Routine,100

3195888F-BD8B-468C-9F3D-6F3EEE70FDA4,PASS,20140624,"Restaurant: Food Handler Education on Site, Sample Taken - Swab",Routine,100

D45D97FA-67E4-4016-A90E-9E9CB3C63DBC,PASS,20160429,Banquet Hall: Food Handler Education on Site,Routine,100

D45D97FA-67E4-4016-A90E-9E9CB3C63DBC,PASS,20151023,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,Routine,100

D45D97FA-67E4-4016-A90E-9E9CB3C63DBC,PASS,20150610,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,Routine,100

D45D97FA-67E4-4016-A90E-9E9CB3C63DBC,PASS,20141203,Banquet Hall: Food Handler Education on Site,Routine,100

D45D97FA-67E4-4016-A90E-9E9CB3C63DBC,PASS,20140613,"Banquet Hall: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

1737E3A2-69C7-43EC-AA1B-6431111B36B2,PASS,20160331,"Food Take Out: Food Handler Education on Site, Product Seized & Destroyed",Routine,100

1737E3A2-69C7-43EC-AA1B-6431111B36B2,PASS,20151217,"Food Take Out: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

1737E3A2-69C7-43EC-AA1B-6431111B36B2,PASS,20150526,Food Take Out: Food Handler Education on Site,Routine,100

1737E3A2-69C7-43EC-AA1B-6431111B36B2,PASS,20140811,Food Take Out: Satisfactory - No Immediate Action Required by PHI,Routine,100

11A5C617-51C2-4A7F-9B38-93C9DBAE04C1,PASS,20160216,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,Routine,100

11A5C617-51C2-4A7F-9B38-93C9DBAE04C1,PASS,20151104,Banquet Hall: Food Handler Education on Site,Routine,100

11A5C617-51C2-4A7F-9B38-93C9DBAE04C1,PASS,20150622,Banquet Hall: Food Handler Education on Site,Routine,100

11A5C617-51C2-4A7F-9B38-93C9DBAE04C1,PASS,20150316,Banquet Hall: Food Handler Education on Site,Routine,100

11A5C617-51C2-4A7F-9B38-93C9DBAE04C1,PASS,20141125,Banquet Hall: Food Handler Education on Site,Routine,100

11A5C617-51C2-4A7F-9B38-93C9DBAE04C1,PASS,20140618,Banquet Hall: Satisfactory - No Immediate Action Required by PHI,Routine,100

E114D152-EC39-4F74-BEC1-7D914A696847,PASS,20160518,Food Take Out: Satisfactory - No Immediate Action Required by PHI,Routine,100

E114D152-EC39-4F74-BEC1-7D914A696847,PASS,20151211,Food Take Out: Satisfactory - No Immediate Action Required by PHI,Routine,100

E114D152-EC39-4F74-BEC1-7D914A696847,PASS,20150408,Food Take Out: Satisfactory - No Immediate Action Required by PHI,Routine,100

E114D152-EC39-4F74-BEC1-7D914A696847,PASS,20141007,Food Take Out: Food Handler Education on Site,Routine,100

F90188D7-FD62-439E-93BA-741678F9AAD7,PASS,20160115,Convenience / Variety: Satisfactory - No Immediate Action Required by PHI,Routine,100

F90188D7-FD62-439E-93BA-741678F9AAD7,PASS,20150708,Convenience / Variety: Satisfactory - No Immediate Action Required by PHI,Routine,100

F90188D7-FD62-439E-93BA-741678F9AAD7,PASS,20150126,Convenience / Variety: Satisfactory - No Immediate Action Required by PHI,Routine,100

94657C8C-B6B6-43E3-BADE-0FCD010A7703,PASS,20160323,Convenience / Variety: Satisfactory - No Immediate Action Required by PHI,Routine,100

94657C8C-B6B6-43E3-BADE-0FCD010A7703,PASS,20151106,Convenience / Variety: Food Handler Education on Site,Routine,100

94657C8C-B6B6-43E3-BADE-0FCD010A7703,PASS,20150430,Convenience / Variety: Satisfactory - No Immediate Action Required by PHI,Routine,100

ABD8A6A8-0573-4AD8-BC55-6FE3D50A5782,PASS,20160119,Food Take Out: Satisfactory - No Immediate Action Required by PHI,Routine,100

ABD8A6A8-0573-4AD8-BC55-6FE3D50A5782,PASS,20150914,Food Take Out: Satisfactory - No Immediate Action Required by PHI,Routine,100

ABD8A6A8-0573-4AD8-BC55-6FE3D50A5782,PASS,20150529,Food Take Out: Satisfactory - No Immediate Action Required by PHI,Routine,100

ABD8A6A8-0573-4AD8-BC55-6FE3D50A5782,PASS,20150210,Food Take Out: Satisfactory - No Immediate Action Required by PHI,Routine,100

4389B79F-D4B9-4547-A7EA-53F96FAFBC2B,PASS,20150515,Snack Bar / Refreshment Stand: Satisfactory - No Immediate Action Required by PHI,Routine,100

4389B79F-D4B9-4547-A7EA-53F96FAFBC2B,PASS,20140915,"Snack Bar / Refreshment Stand: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

53155160-0958-4518-8B41-4FFC5D76797E,PASS,20160519,"Snack Bar / Refreshment Stand: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

53155160-0958-4518-8B41-4FFC5D76797E,PASS,20160119,Snack Bar / Refreshment Stand: Food Handler Education on Site,Routine,100

53155160-0958-4518-8B41-4FFC5D76797E,PASS,20151021,"Snack Bar / Refreshment Stand: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

53155160-0958-4518-8B41-4FFC5D76797E,PASS,20150708,Snack Bar / Refreshment Stand: Satisfactory - No Immediate Action Required by PHI,Routine,100

53155160-0958-4518-8B41-4FFC5D76797E,PASS,20150324,"Snack Bar / Refreshment Stand: Satisfactory - No Immediate Action Required by PHI, Food Handler Education on Site",Routine,100

D4630854-2C2D-4902-8893-86B6C0A25967,PASS,20160414,Restaurant: Food Handler Education on Site,Routine,100

D4630854-2C2D-4902-8893-86B6C0A25967,PASS,20151125,Restaurant: Food Handler Education on Site,Routine,100

D4630854-2C2D-4902-8893-86B6C0A25967,PASS,20150423,Restaurant: Food Handler Education on Site,Routine,100

D4630854-2C2D-4902-8893-86B6C0A25967,PASS,20141205,Restaurant: Food Handler Education on Site,Routine,100

