business_id,date,description,result,score,type
481348,20151007,,,100,routine

481348,20150319,,,100,routine

481348,20141023,,,100,routine

481348,20160414,,,100,routine

231719,20131011,,,100,routine

231719,20130522,,,,followup

231719,20130510,,,98,routine

231719,20140317,,,100,routine

231719,20151021,,,100,routine

231719,20150429,,,100,routine

231719,20141204,,,100,routine

231719,20160418,,,100,routine

361044,20131215,,,,routine

361044,20120428,,,100,routine

361044,20121102,,,,routine

373611,20120816,,,100,routine

373611,20120705,,,100,routine

373611,20151203,,,100,routine

373611,20141209,,,98,routine

373611,20131016,,,100,routine

107443,20120809,,,99,routine

107443,20110614,,,98,routine

107443,20151201,,,100,routine

107443,20141202,,,100,routine

107443,20131230,,,100,routine

73742,20150318,,,98,routine

73742,20140523,,,93,routine

73742,20130424,,,98,routine

73742,20120731,,,98,routine

73742,20111114,,,98,routine

228651,20120809,,,94,routine

228651,20110802,,,99,routine

228651,20150708,,,99,routine

228651,20140806,,,96,routine

228651,20130723,,,96,routine

255331,20131202,,,97,routine

255331,20130514,,,98,routine

255331,20121128,,,100,routine

255331,20141201,,,100,routine

255331,20140605,,,100,routine

255331,20151021,,,,followup

255331,20151014,,,96,routine

255331,20150323,,,100,routine

255331,20160330,,,100,routine

534590,20130514,,,100,routine

534590,20130514,,,,followup

534590,20130315,,,,routine

534590,20121210,,,96,routine

534590,20141023,,,100,routine

534590,20140422,,,98,routine

534590,20140226,,,98,routine

534590,20151104,,,100,routine
