"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
"PR0002239","ALEX THEATRE","216 N BRAND BLVD ","GLENDALE","CA","91203","34.1487912009","-118.2545659411","818-243-2611"

"PR0002248","DIPPIN DOTS 2","111 RAGING WATERS DR ","SAN DIMAS","CA","91773-3928","34.0955625255","-117.8100137319",""

"PR0002255","STARBUCKS #5341","20516 DEVONSHIRE ST # #B","CHATSWORTH","CA","91311","","",""

"PR0002310","EDIBLE ARRANGEMENTS","10814 JEFFERSON BLVD STE STE H","CULVER CITY","CA","90230","34.0005766214","-118.3940948130","310-202-6510"

"PR0002351","AZUSA NATIONAL LITTLE LEAGUE","533 N ROCKVALE AVE","AZUSA","CA","91702","34.1304452709","-117.8963978697",""

"PR0002352","GET SHAVED","1790 W CARSON ST ","TORRANCE","CA","90501","33.8312562278","-118.3111487753",""

"PR0002402","COLDSTONE CREAMERY","3730 S FIGUEROA ST ","LOS ANGELES","CA","90007","34.0173584603","-118.2825757343","213-747-2744"

"PR0002517","NOMAD LOUNGE","939 S FIGUEROA ST","LOS ANGELES","CA","90015","34.0453835652","-118.2638860198","213-627-8971"

"PR0002526","ALTA-MED SENIOR CENTER","5425 E POMONA BLVD ","LOS ANGELES","CA","90022","34.0335693339","-118.1488328748","323-728-9855"

"PR0002616","STARBUCKS COFFEE #537","733 W NAOMI AVE STE #B","ARCADIA","CA","91007","","",""

"PR0002620","STARBUCKS COFFEE #14154","14828 HAWTHORNE BLVD ","LAWNDALE","CA","90260","33.8966877792","-118.3520569052","310-973-4079"

"PR0002634","LA COPA DE ORA","9624 LONG BEACH BLVD ","SOUTH GATE","CA","90280","33.9484677006","-118.2169524122",""

"PR0002659","ELABREW COFFEE","2425 COLORADO AVE # B118","SANTA MONICA","CA","90404","","","310-453-8600"

"PR0002708","THE REFINERY","413 SANTA MONICA BLVD ","SANTA MONICA","CA","90401","34.0166458567","-118.4951575948","310-795-2233"

"PR0002710","STARBUCKS / TARGET T2774","10861 WEYBURN AVE ","LOS ANGELES","CA","90024","34.0624740663","-118.4434385914","310-893-2360"

"PR0002754","KRISPY KREME","1231 WILSHIRE BLVD ","SANTA MONICA","CA","90403","34.0256104854","-118.4905580190",""

"PR0002775","EDIBLE ARRANGEMENTS","1324 WILSHIRE BLVD","SANTA MONICA","CA","90403","34.0263604040","-118.4891808288","310-656-0103"

"PR0002788","STARBUCKS COFFEE #649","475 FOOTHILL BLVD STE M","LA CANADA FLINTRIDGE","CA","91011","34.1997911095","-118.1886114052",""

"PR0002796","STARBUCKS","820 MONTANA AVE ","SANTA MONICA","CA","90403","34.0278145429","-118.4997996873",""

"PR0002857","LANDMARK NUART THEATRE","11272 SANTA MONICA BLVD ","LOS ANGELES","CA","90025","34.0464145603","-118.4479583604",""

"PR0002887","STARBUCKS COFFEE #578","12751 TOWN CENTER DR N N-13","ARTESIA","CA","90701","","",""

"PR0002908","STARBUCKS COFFEE #14629","8000 W SUNSET BLVD STE B110","LOS ANGELES","CA","90046","34.0978300776","-118.3646557665",""

"PR0002990","LOS DOS HERMANOS","605 W ARBOR VITAE ST ","INGLEWOOD","CA","90301","33.9529637714","-118.3662268721",""

"PR0003062","EDIBLE ARRANGEMENTS","3358 W CENTURY BLVD ","INGLEWOOD","CA","90303","33.9453433366","-118.3303307600","310-677-2200"

"PR0003091","CAKE MIX/ CHARM CAKES","8300 MELROSE AVE ","LOS ANGELES","CA","90069","34.0835567615","-118.3703065488","310-749-9710"

"PR0003105","CLUB LIDO","10143 S ATLANTIC AVE ","SOUTH GATE","CA","90280","33.9393515712","-118.1819529923",""

"PR0003133","RALPHS #166 STARBUCKS","2700 N SEPULVEDA BLVD ","MANHATTAN BEACH","CA","90266","33.8959381784","-118.3944393433","310-546-2472"

"PR0003152","REGENCY THEATRES","29045 AGOURA RD ","AGOURA HILLS","CA","91301","34.1443277719","-118.7567769152",""

"PR0003178","ROSEWOOD PUB","10074 E ROSECRANS AVE ","BELLFLOWER","CA","90706","33.9018812426","-118.1186843369",""

"PR0003197","LOVATANAPONGSA MALEENEE PRES","8648 E WHITTIER BLVD ","PICO RIVERA","CA","90660","34.0029598893","-118.0879076535",""

"PR0003203","AMC CENTURY CITY 15 LEVEL 3","10250 SANTA MONICA BLVD # 2000","LOS ANGELES","CA","90067","","",""

"PR0003249","PEET'S COFFEE & TEA","2439 MAIN ST ","SANTA MONICA","CA","90405","34.0038452972","-118.4852077783",""

"PR0003273","KNIGHTS OF COLOMBUS","8049 W MANCHESTER AVE ","PLAYA DEL REY","CA","90293","33.9592874029","-118.4370272805",""

"PR0003280","STARBUCKS COFFEE","206 N LARCHMONT BLVD ","LOS ANGELES","CA","90004","34.0748800167","-118.3234326592","323-469-1081"

"PR0003337","SANTA MONICA PONY LEAGUE","501 HOLLISTER AVE ","SANTA MONICA","CA","90405","34.0065687838","-118.4826073155",""

"PR0003340","BAKIN ROBBINS #6409","7938 E FLORENCE AVE # #11A","DOWNEY","CA","90240","","",""

"PR0003383","STARBUCKS COFFEE #643","16461 VENTURA BLVD ","ENCINO","CA","91436","34.1577225010","-118.4919855194","818-906-3961"

"PR0003451","STARBUCKS","400 WORLD WAY ","LOS ANGELES","CA","90045","33.9422897983","-118.4070822808","310-646-3472"

"PR0003462","TARGET-STARBUCKS COFFEE","20700 S AVALON BLVD STE 750","CARSON","CA","90746","33.8440006259","-118.2621365988",""

"PR0003480","MAHALE KIOSK","5333 ZOO DR ","LOS ANGELES","CA","90027","34.1483378363","-118.2847825966","323-644-6039"

"PR0003484","VFW #7243","12064 CENTRALIA RD ","HAWAIIAN GARDENS","CA","90716","33.8385375826","-118.0743485901",""

"PR0003543","ALHAMBRA COCKTAIL LOUNGE","216 W 11TH ST","SAN PEDRO","CA","90731","33.7343116148","-118.2816988547",""

"PR0003588","EL PARAISO","1700 E FIRESTONE BLVD ","LOS ANGELES","CA","90001","33.9599484561","-118.2429329536",""

"PR0003810","STARBUCK'S COFFEE #10586","1090 WILSHIRE BLVD ","LOS ANGELES","CA","90017","34.0520582324","-118.2632830371",""

"PR0003830","REDWOOD ROOM","4533 1/2 SLAUSON AVE ","MAYWOOD","CA","90270","33.9873066810","-118.1841989526",""

"PR0003831","STARBUCKS COFFEE#14211","8844 S SEPULVEDA BLVD ","LOS ANGELES","CA","90045","33.9560686798","-118.3959593971",""

"PR0003853","STARBUCKS #5627","19500 PLUMMER ST UNIT F4","NORTHRIDGE","CA","91324","34.2425956317","-118.5584586016",""

"PR0003863","BASKIN ROBBINS 31 FLAVORS","4066 VICTORIA AVE","LOS ANGELES","CA","90008","","",""

"PR0003865","VONS(STARBUCKS#74511) #3517","24325 CRENSHAW BLVD ","TORRANCE","CA","90503","33.8051469182","-118.3302105070",""

"PR0003877","AMC CAFE","21801 OXNARD ST # #A","WOODLAND HILLS","CA","91367","","",""

"PR0003906","STARBUCKS COFFEE CO","16280 S PARAMOUNT BLVD STE C","PARAMOUNT","CA","90723","33.8863859687","-118.1598852045",""

"PR0003940","ARCLIGHT HOLLYWOOD","6360 W SUNSET BLVD ","LOS ANGELES","CA","90028","34.0977399997","-118.3278199997","323-464-1465"

"PR0004101","PEET'S COFFEE & TEA CO #321","1154 WESTWOOD BLVD ","LOS ANGELES","CA","90024","34.0598612769","-118.4445807681",""

"PR0004123","LOTUS LOUNGE","1135 N VERMONT AVE ","LOS ANGELES","CA","90029","34.0918724612","-118.2919302894",""

"PR0004132","HELADOS LA MICHOACANA","10933 VALLEY MALL #4","EL MONTE","CA","91731","34.0747746496","-118.0365220721",""

"PR0004166","MEMORIAL WEST ALUMNI","835 E 33RD ST ","SIGNAL HILL","CA","90755","33.8172217473","-118.1820610121","562-426-2628"

"PR0004170","MILLIONS OF MILKSHAKES","8910 SANTA MONICA BLVD ","WEST HOLLYWOOD","CA","90069","34.0844899668","-118.3842213926",""

"PR0004209","STARBUCKS COFFEE CO #8747","966 E BADILLO ST ","COVINA","CA","91724","34.0860447349","-117.8711244730",""

"PR0004214","MY FIT FOODS","11701 WILSHIRE BLVD STE #11","LOS ANGELES","CA","90025","","","424-256-2521"

"PR0004272","DOWNEY CINEMA","8200 3RD ST ","DOWNEY","CA","90241","33.9422624265","-118.1333022207",""

"PR0004336","STARBUCKS COFFEE #9411","335 E ALBERTONI ST STE 100","CARSON","CA","90746","33.8719034988","-118.2701543124",""

"PR0004350","STARBUCKS #11445","3747 FOOTHILL BLVD STE A","LA CRESCENTA","CA","91214","34.2375457212","-118.2608766912","818-541-7693"

"PR0004384","SENIOR NUTRITION PROGRAM","21815 S PIONEER BLVD ","HAWAIIAN GARDENS","CA","90716","33.8277325966","-118.0821718580","562-420-2641"

"PR0004434","EDWARDS WEST COVINA 18  1","1200 LAKES DR ","WEST COVINA","CA","91790","","",""

"PR0004476","GRANNY'S YOGURT","316 N WESTERN AVE STE STE C","SAN PEDRO","CA","90732","33.7465236548","-118.3094192238","310-514-2737"

"PR0004501","STARBUCKS COFFEE","2560 GLENDALE BLVD ","LOS ANGELES","CA","90039","34.1038681061","-118.2590058449",""

"PR0004579","BASKIN ROBBINS","23432 LYONS AVE ","NEWHALL","CA","91321","34.3794861021","-118.5431669591",""

"PR0004585","COLD STONE CREAMERY","5107 CANDLEWOOD ST ","LAKEWOOD","CA","90712","33.8538571735","-118.1333258081",""

"PR0004666","THE PARLOUR ROOM OF HOLLYWOO","6423 YUCCA ST ","LOS ANGELES","CA","90028","34.1040382302","-118.3304856742",""

"PR0004694","LETTE MACARONS","8578 W PICO BLVD ","LOS ANGELES","CA","90035","34.0534783881","-118.3779469842","310-279-0698"

"PR0004707","L CIGARETTE SHOP","112 E AVENUE J ","LANCASTER","CA","93535","34.6893191350","-118.1298904304",""

"PR0004836","HELEN GRACE CHOCOLATES","11123 LONG BEACH BLVD # #8","LYNWOOD","CA","90262","","","310-863-1455"

"PR0004839","STAND 39","285 W HUNTINGTON DR ","ARCADIA","CA","91007","34.1397131452","-118.0453041705",""

"PR0004892","STARBUCKS COFFE CO #6744","333 S VINCENT AVE ","WEST COVINA","CA","91790","34.0682283449","-117.9273674586",""

"PR0004898","DE CAFE BARISTAS","500 N ATLANTIC BLVD STE #121","MONTEREY PARK","CA","91754","","","213-446-9690"

"PR0004909","GLENDALE SPORTS COMPLEX","2200 FERN LN ","GLENDALE","CA","91208","","","818-515-9511"

"PR0004947","DIEDRICH COFFEE","10850 FIRESTONE BLVD ","NORWALK","CA","90650","33.9232772185","-118.1028068597","562-345-7165"

"PR0004985","MAIN BAR","431 W 7TH ST ","LOS ANGELES","CA","90014","34.0465394143","-118.2551563110",""

"PR0004990","HALF AND HALF TEA HOUSE INC.","18558 GALE AVE STE #152","ROWLAND HEIGHTS","CA","91748","","","626-965-4800"

"PR0005040","STATION PHARMACY","1820 WILSHIRE BLVD ","SANTA MONICA","CA","90403","34.0299306939","-118.4847451391","310-264-3800"

"PR0005103","STARBUCKS COFFEE CO #6729","7100 SANTA MONICA BLVD STE #140","WEST HOLLYWOOD","CA","90046","","",""

"PR0005118","COURTYARD CAFE & SOOK STORE","1011 E AVENUE I ","LANCASTER","CA","93535","34.7053269239","-118.1106661489",""

"PR0005189","STARBUCKS COFFEE ( TARGET)","10600 E FIRESTONE BLVD ","NORWALK","CA","90650","33.9256272950","-118.1070891693",""

"PR0005193","SWEET TREATS-200 KIOSK","5333 ZOO DR ","LOS ANGELES","CA","90027","34.1483378363","-118.2847825966","323-644-6039"

"PR0005212","BOWL OF HEAVEN","2087 FOOTHILL BLVD ","LA VERNE","CA","91750","34.1135767039","-117.7653361391","909-392-1000"

"PR0005248","BARNES & NOBLE #2303","210 AMERICANA WAY ","GLENDALE","CA","91210","","",""

"PR0005272","CAFECITO ORGANICO","29169 HEATHERCLIFF RD STE #112","MALIBU","CA","90265","","","310-873-8338"

"PR0005307","T C'S","694 W 9TH ST ","SAN PEDRO","CA","90731","33.7361631758","-118.2920370539",""

"PR0005321","FRIENDS OF THE VINE","221 AVENIDA DEL NORTE ","REDONDO BEACH","CA","90277","33.8185151151","-118.3874535490",""

"PR0005421","4100 BAR","1087 MANZANITA ST ","LOS ANGELES","CA","90029","34.0929534733","-118.2813768641",""

"PR0005437","STARBUCKS  @ USC","642 W 34TH ST ","LOS ANGELES","CA","90089","34.0216605663","-118.2821072976","213-821-6311"

"PR0005552","TAJABAN BAR","1338 S GAREY AVE # #B","POMONA","CA","91766","","",""

"PR0005573","STARBUCKS INSIDE RALPH'S #289","5601 WILSHIRE BLVD ","LOS ANGELES","CA","90036","34.0625220558","-118.3506072495",""

"PR0005584","BASKIN ROBBINS #27","177 E COLLEGE ST ","COVINA","CA","91723","34.0875719962","-117.8884419331",""

"PR0005608","STARBUCKS COFFEE #5546","1904 ARTESIA BLVD ","REDONDO BEACH","CA","90278","33.8727055269","-118.3789107164",""

"PR0005664","LES BEAUX CHOCOLATS","1101 E GARVEY AVE STE 103","MONTEREY PARK","CA","91755","34.0629153211","-118.1076712597","310-382-2272"

"PR0005718","LOBBY BAR LEVEL 2","111 S GRAND AVE # LEVEL","LOS ANGELES","CA","90071","","",""

"PR0005730","CENTURY THEATER","12827 VICTORY BLVD ","NORTH HOLLYWOOD","CA","91606","34.1868384851","-118.4126878012",""

"PR0005741","SUPERIOR GROCERS-(TORTILLERI","1010 E AVENUE J ","LANCASTER","CA","93535","34.6883201977","-118.1118035489","661-802-0079"

"PR0005769","EL TORITO CAFE","5720 1/2 E BEVERLY BLVD","LOS ANGELES","CA","90022","34.0267651083","-118.1450677858","323-721-2110"

"PR0005789","BASKIN ROBBINS # 361294","23369 MULHOLLAND DR ","WOODLAND HILLS","CA","91364","34.1585266520","-118.6342053965","818-591-8938"

"PR0005790","BASKIN ROBBINS STORE #3093","7628 RESEDA BLVD ","RESEDA","CA","91335","34.2092456469","-118.5358616487",""

"PR0005797","EL COLIMA BAR","1748 E FLORENCE AVE ","LOS ANGELES","CA","90001","33.9745238342","-118.2415230228",""

"PR0005867","STARBUCKS COFFEE #11991","3242 W CAHUENGA BLVD W","LOS ANGELES","CA","90068","34.1296456772","-118.3486471077","323-876-8032"

"PR0005972","KNIGHTS OF COLUMBUS","21433 STRATHERN ST ","CANOGA PARK","CA","91304","34.2156762389","-118.5992818933",""

"PR0006026","MONICA 4 PLEX CONCESSION","1332 2ND ST ","SANTA MONICA","CA","90401","34.0152285636","-118.4979870538",""

"PR0006098","BODYFACTORY","8000 W SUNSET BLVD # B120","LOS ANGELES","CA","90046","","","888-263-9322"

"PR0006113","THE COFFEE BEAN & TEA LEAF","6333 W 3RD ST STE E-11","LOS ANGELES","CA","90036","34.0715653889","-118.3603964756",""

"PR0006216","MARIA'S CANTINA","738 N AZUSA AVE ","AZUSA","CA","91702","34.1350523465","-117.9071928488",""

"PR0006253","TORRANCE JUICE BAR","3550 W CARSON ST STE 404","TORRANCE","CA","90503","33.8310470566","-118.3459555026","310-370-6702"

"PR0006308","NICECREAM","619 OCEAN FRONT WALK # C","VENICE","CA","90291","","",""

"PR0006357","STARBUCKS COFFEE CO","701 MONTANA AVE ","SANTA MONICA","CA","90402","34.0269678354","-118.5018759509",""

"PR0006360","GEORGE IZAY PARK STADIUM","1111 W OLIVE AVE ","BURBANK","CA","91506","34.1717250672","-118.3186088855","818-238-5330"

"PR0006422","VICTORIA COUNTY PARK","419 E 192ND ST ","CARSON","CA","90745","33.8573093056","-118.2707573048","310-834-6404"

"PR0006425","STARBUCKS COFFEE #6584","24201 VALENCIA BLVD ","VALENCIA","CA","91355","34.4160588947","-118.5576633635",""

"PR0006428","L A TURF CLUB STAND 53","285 W HUNTINGTON DR # 53","ARCADIA","CA","91007","","",""

"PR0006460","STARBUCKS #10852","31777 CASTAIC RD","CASTAIC","CA","91384","34.4960422478","-118.6223173753","661-257-2746"

"PR0006487","BEN & JERRY'S SANTA MONICA","2441 MAIN ST ","SANTA MONICA","CA","90405","34.0038289045","-118.4851922546","310-450-0691"

"PR0006509","MARKET RESTAURANT @ LA MART","1933 S BROADWAY # B-105","LOS ANGELES","CA","90007","","","213-746-6004"

"PR0006528","PENTHOUSE BILLIARDS","1810 N WILCOX AVE ","LOS ANGELES","CA","90028","34.1043922663","-118.3309316546",""

"PR0006749","DOLBY THEATRE-GEORGE EASTMIN RM","6801 HOLLYWOOD BLVD ","LOS ANGELES","CA","90028","34.1022873861","-118.3390683805","323-308-6300"

"PR0006755","TARGET STORE-FOOD CRT T2632","6000 SEPULVEDA BLVD STE 2250","CULVER CITY","CA","90230","33.9849450423","-118.3956037948",""

"PR0006796","A MAGIC FOREST","12512 W WASHINGTON BLVD ","LOS ANGELES","CA","90066","33.9965317260","-118.4305747497","310-397-9400"

"PR0006872","COLD STONE CREAMERY","9514 CULVER BLVD ","CULVER CITY","CA","90232","34.0232249137","-118.3944455515",""

"PR0006893","STARBUCKS COFFEE #5424","459 W FOOTHILL BLVD ","GLENDORA","CA","91741","34.1361614766","-117.8720979089",""

"PR0006899","YUMMY YOGURT PLUS","5314 DRYBANK DR ","ROLLING HILLS ESTATES","CA","90274","33.7717127487","-118.3716869572",""

"PR0006917","MOOSE LODGE #785","1020 SARTORI AVE ","TORRANCE","CA","90501","33.8407972599","-118.3216546152","310-328-2607"

"PR0006922","BOWLERO LOS ANGELES","8731 LINCOLN BLVD ","LOS ANGELES","CA","90045","33.9581809198","-118.4179605486",""

"PR0006932","IMPERIAL ALANO CLUB INC","8021 S ROSECRANS AVE","PARAMOUNT","CA","90723","33.9040437179","-118.1593886915",""

"PR0006960","CARVEL #3288","11037 SANTA MONICA BLVD ","LOS ANGELES","CA","90025","34.0483275951","-118.4428328669",""

"PR0007019","COLUMBUS CLUB OF NORWALK","12138 E FRONT ST ","NORWALK","CA","90650","33.9077943654","-118.0752382450","562-864-9728"

"PR0007031","BIG OLAF'S","220 CRESCENT AVE ","AVALON","CA","90704","33.3451063549","-118.3268432024",""

"PR0007042","EL RECREO ROOM","506 W AVENUE 28","LOS ANGELES","CA","90065","34.0848863337","-118.2214801009",""

"PR0007066","BASKIN-ROBBINS","20165 SATICOY ST ","CANOGA PARK","CA","91303","34.2084717238","-118.5726968739",""

"PR0007087","STARBUCKS COFFEE #5349","2231 ROSECRANS AVE STE #B","EL SEGUNDO","CA","90245","","",""

"PR0007092","LAEMMLE NOHO 2","5240 LANKERSHIM BLVD ","NORTH HOLLYWOOD","CA","91601","34.1659719562","-118.3750499687","818-762-4600"

"PR0007094","STARBUCKS COFFEE #5814","469 BURCHETT ST ","GLENDALE","CA","91203","34.1575349773","-118.2644672560",""

"PR0007136","THE BEAN CAFE (INSIDELAFITNE","6161 SEPULVEDA BLVD ","VAN NUYS","CA","91411","34.1821044981","-118.4664646326","818-430-8791"

"PR0007149","BEN+JERRY'S(LOWER LOT)","100 UNIVERSAL CITY PLZ","UNIVERSAL CITY","CA","91608","34.1424709902","-118.3568247802","800-864-8377"

"PR0007174","STARBUCKS","333 S HOPE ST STE 125-C","LOS ANGELES","CA","90071","34.0532589541","-118.2529200983","310-505-0533"

"PR0007227","WHOLEFOODS, WINE TASTING","225 LINCOLN BLVD ","VENICE","CA","90291","34.0018328404","-118.4692643949",""

"PR0007347","MULLIGAN'S","100 UNIVERSAL CITY PLZ","UNIVERSAL CITY","CA","91608","34.1424709902","-118.3568247802","800-864-8377"

"PR0007360","PILOT TRAVEL CENTER","31642 CASTAIC RD ","CASTAIC","CA","91384","34.4945626424","-118.6205295077","661-257-2800"

"PR0007447","STAND 51 & BAR 35-SEABISQUIT","285 W HUNTINGTON DR ","ARCADIA","CA","91007","34.1397131452","-118.0453041705",""

